good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Onlar kitapları düzenlediler ve raflara yerleştirdiler.;Onlar kitapları düzenle ve raflara yerleştirdiler.;düzenlediler;düzenle;yerleştirdiler;suspended_affixation
Ağır kaza yaptı ve polisi aradı.;Ağır kaza yap ve polisi aradı.;yaptı;yap;aradı;suspended_affixation
Üzerine kek pişirdim ve üstünü süsledim.;Üzerine kek pişir ve üstünü süsledim.;pişirdim;pişir;süsledim;suspended_affixation
Sonra gelen mesajları kontrol etti ve cevapladı.;Sonra gelen mesajları kontrol et ve cevapladı.;etti;et;cevapladı;suspended_affixation
Konsere gittim ve çok eğlendim.;Konsere git ve çok eğlendim.;gittim;git;eğlendim;suspended_affixation
Bu kıyafetleri katladım ve dolaba koydum.;Bu kıyafetleri katla ve dolaba koydum.;katladım;katla;koydum;suspended_affixation
Öğrenciler yürüyüşe çıktı ve manzarayı izledi.;Öğrenciler yürüyüşe çık ve manzarayı izledi.;çıktı;çık;izledi;suspended_affixation
Hazır çantamı hazırladım ve yola çıktım.;Hazır çantamı hazırla ve yola çıktım.;hazırladım;hazırla;çıktım;suspended_affixation
Biz annemle pazara çıktık ve meyve aldık.;Biz annemle pazara çık ve meyve aldık.;çıktık;çık;aldık;suspended_affixation
Evde kek pişirdim ve üstünü süsledim.;Evde kek pişir ve üstünü süsledim.;pişirdim;pişir;süsledim;suspended_affixation
Öncelikle yüzme havuzuna girdim ve yüzdüm.;Öncelikle yüzme havuzuna gir ve yüzdüm.;girdim;gir;yüzdüm;suspended_affixation
Ben trafikte sıkıştım ve geç kaldım.;Ben trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Yorgun olduğum için yattım ve erkenden uyudum.;Yorgun olduğum için yat ve erkenden uyudum.;yattım;yat;uyudum;suspended_affixation
Sonra yürüyüşe çıktı ve manzarayı izledi.;Sonra yürüyüşe çık ve manzarayı izledi.;çıktı;çık;izledi;suspended_affixation
Dün kütüphaneden kitap aldım ve okudum.;Dün kütüphaneden kitap al ve okudum.;aldım;al;okudum;suspended_affixation
Güzel kazağı ördü ve sevgilisine hediye etti.;Güzel kazağı ör ve sevgilisine hediye etti.;ördü;ör;etti;suspended_affixation
Bugün telefonumu şarj ettim ve mesajları kontrol ettim.;Bugün telefonumu şarj et ve mesajları kontrol ettim.;ettim;et;ettim;suspended_affixation
Sonra kıyafetleri yıkadım ve kuruttum.;Sonra kıyafetleri yıka ve kuruttum.;yıkadım;yıka;kuruttum;suspended_affixation
İlk konsere gittim ve şarkılara eşlik ettim.;İlk konsere git ve şarkılara eşlik ettim.;gittim;git;ettim;suspended_affixation
Iki kardeşimle kavga ettik ve sonra barıştık.;Iki kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Hemen yeni takvimi astım ve önemli tarihleri işaretledim.;Hemen yeni takvimi as ve önemli tarihleri işaretledim.;astım;as;işaretledim;suspended_affixation
Bir yeni şarkı besteledim ve kaydettim.;Bir yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Şimdi telefonumu şarj ettim ve mesajları kontrol ettim.;Şimdi telefonumu şarj et ve mesajları kontrol ettim.;ettim;et;ettim;suspended_affixation
Ben kedimi veterinere götürdüm ve aşı yaptırdım.;Ben kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Tüm kitapları düzenlediler ve raflara yerleştirdiler.;Tüm kitapları düzenle ve raflara yerleştirdiler.;düzenlediler;düzenle;yerleştirdiler;suspended_affixation
Ardından arabayı yıkadım ve cilaladım.;Ardından arabayı yıka ve cilaladım.;yıkadım;yıka;cilaladım;suspended_affixation
İlk konser biletlerini ayırttım ve arkadaşlarıma haber verdim.;İlk konser biletlerini ayırt ve arkadaşlarıma haber verdim.;ayırttım;ayırt;verdim;suspended_affixation
Az yemek yedim ve su içtim.;Az yemek ye ve su içtim.;yedim;ye;içtim;suspended_affixation
Telefonumu şarj ettim ve mesajları kontrol ettim.;Telefonumu şarj et ve mesajları kontrol ettim.;ettim;et;ettim;suspended_affixation
Yeni şarkı besteledim ve kaydettim.;Yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Sonra konsere gittim ve dans ettim.;Sonra konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Bir stüdyoda şarkıyı kaydettiler ve sosyal medyada paylaştılar.;Bir stüdyoda şarkıyı kaydet ve sosyal medyada paylaştılar.;kaydettiler;kaydet;paylaştılar;suspended_affixation
Birçok fotoğraf çekti ve albüme koydu.;Birçok fotoğraf çek ve albüme koydu.;çekti;çek;koydu;suspended_affixation
Bir kırmızı ışıkta durdu ve bekledi.;Bir kırmızı ışıkta dur ve bekledi.;durdu;dur;bekledi;suspended_affixation
Tüm konser biletlerini ayırttım ve arkadaşlarıma haber verdim.;Tüm konser biletlerini ayırt ve arkadaşlarıma haber verdim.;ayırttım;ayırt;verdim;suspended_affixation
Önce yatak örtüsünü değiştirdiler ve yatağı topladılar.;Önce yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Artık kapıyı açtım ve misafirleri karşıladım.;Artık kapıyı aç ve misafirleri karşıladım.;açtım;aç;karşıladım;suspended_affixation
Bugün yeni aldığım elbiseyi denedim ve çok beğendim.;Bugün yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Müzik dinledim ve rahatladım.;Müzik dinle ve rahatladım.;dinledim;dinle;rahatladım;suspended_affixation
Ben toplantıya katıldım ve fikirlerimi paylaştım.;Ben toplantıya katıl ve fikirlerimi paylaştım.;katıldım;katıl;paylaştım;suspended_affixation
Çift stüdyoda şarkıyı kaydettiler ve sosyal medyada paylaştılar.;Çift stüdyoda şarkıyı kaydet ve sosyal medyada paylaştılar.;kaydettiler;kaydet;paylaştılar;suspended_affixation
Trafikte sıkıştım ve geç kaldım.;Trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Güzel yemek yedim ve su içtim.;Güzel yemek ye ve su içtim.;yedim;ye;içtim;suspended_affixation
Dün köpeği gezdirdim ve sonra eve getirdim.;Dün köpeği gezdir ve sonra eve getirdim.;gezdirdim;gezdir;getirdim;suspended_affixation
Çocuklar uçağa bindiler ve memlekete gittiler.;Çocuklar uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Dün toplantıya katıldım ve fikirlerimi paylaştım.;Dün toplantıya katıl ve fikirlerimi paylaştım.;katıldım;katıl;paylaştım;suspended_affixation
Hemen arabayı park ettim ve alışveriş merkezine girdim.;Hemen arabayı park et ve alışveriş merkezine girdim.;ettim;et;girdim;suspended_affixation
Sürücü kırmızı ışıkta durdu ve bekledi.;Sürücü kırmızı ışıkta dur ve bekledi.;durdu;dur;bekledi;suspended_affixation
Arabayı yıkadım ve cilaladım.;Arabayı yıka ve cilaladım.;yıkadım;yıka;cilaladım;suspended_affixation
Ben raporu hazırladım ve müdüre sundum.;Ben raporu hazırla ve müdüre sundum.;hazırladım;hazırla;sundum;suspended_affixation
2 aşure yaptık ve komşulara dağıttık.;2 aşure yap ve komşulara dağıttık.;yaptık;yap;dağıttık;suspended_affixation
Akşam konsere bilet aldım ve arkadaşımla gittim.;Akşam konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Pazartesi sabah erken kalktım ve koşuya çıktım.;Pazartesi sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Öncelikle arabayı yıkadım ve içini temizledim.;Öncelikle arabayı yıka ve içini temizledim.;yıkadım;yıka;temizledim;suspended_affixation
Bir kahvemi içtim ve gazeteyi okudum.;Bir kahvemi iç ve gazeteyi okudum.;içtim;iç;okudum;suspended_affixation
Diğer mobilyaları monte ettik ve yerine yerleştirdik.;Diğer mobilyaları monte et ve yerine yerleştirdik.;ettik;et;yerleştirdik;suspended_affixation
Tüm bulaşıkları yıkadım ve makineye yerleştirdim.;Tüm bulaşıkları yıka ve makineye yerleştirdim.;yıkadım;yıka;yerleştirdim;suspended_affixation
Sonra arabayı yıkadım ve cilaladım.;Sonra arabayı yıka ve cilaladım.;yıkadım;yıka;cilaladım;suspended_affixation
Yeni mobilyaları monte ettik ve yerine yerleştirdik.;Yeni mobilyaları monte et ve yerine yerleştirdik.;ettik;et;yerleştirdik;suspended_affixation
O bebeği sevdim ve kucağıma aldım.;O bebeği sev ve kucağıma aldım.;sevdim;sev;aldım;suspended_affixation
Temel yeni bir işe başladı ve hemen uyum sağladı.;Temel yeni bir işe başla ve hemen uyum sağladı.;başladı;başla;sağladı;suspended_affixation
Kendi kazağı ördü ve sevgilisine hediye etti.;Kendi kazağı ör ve sevgilisine hediye etti.;ördü;ör;etti;suspended_affixation
Küçük kuşuma yem verdim ve suyunu tazeledim.;Küçük kuşuma yem ver ve suyunu tazeledim.;verdim;ver;tazeledim;suspended_affixation
Güzel yemek yaptılar ve misafirleri ağırladılar.;Güzel yemek yap ve misafirleri ağırladılar.;yaptılar;yap;ağırladılar;suspended_affixation
Maçı izledik ve sonucu tartıştık.;Maçı izle ve sonucu tartıştık.;izledik;izle;tartıştık;suspended_affixation
Dün konsere bilet aldım ve arkadaşımla gittim.;Dün konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Geçen hafta sonu pikniğe gittik ve mangal yaktık.;Geçen hafta sonu pikniğe git ve mangal yaktık.;gittik;git;yaktık;suspended_affixation
Ben sınav kağıtlarını okudum ve notlandırdım.;Ben sınav kağıtlarını oku ve notlandırdım.;okudum;oku;notlandırdım;suspended_affixation
Sadece müzik dinledim ve rahatladım.;Sadece müzik dinle ve rahatladım.;dinledim;dinle;rahatladım;suspended_affixation
Ardından çocuklara masal okudum ve uyuttum.;Ardından çocuklara masal oku ve uyuttum.;okudum;oku;uyuttum;suspended_affixation
İki kediyi veterinere götürdüler ve aşı yaptırdılar.;İki kediyi veterinere götür ve aşı yaptırdılar.;götürdüler;götür;yaptırdılar;suspended_affixation
Ardından kediyi veterinere götürdüler ve aşı yaptırdılar.;Ardından kediyi veterinere götür ve aşı yaptırdılar.;götürdüler;götür;yaptırdılar;suspended_affixation
Öğrenciler kitapları düzenlediler ve raflara yerleştirdiler.;Öğrenciler kitapları düzenle ve raflara yerleştirdiler.;düzenlediler;düzenle;yerleştirdiler;suspended_affixation
Bir spor salonuna kaydoldu ve düzenli gitmeye başladı.;Bir spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Dün yeni aldığım elbiseyi denedim ve çok beğendim.;Dün yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
İzmir yarışmada birinci oldu ve ödül aldı.;İzmir yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Bir yemek sipariş ettim ve gelmesini bekledim.;Bir yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Tüm sınav kağıtlarını okudum ve notlandırdım.;Tüm sınav kağıtlarını oku ve notlandırdım.;okudum;oku;notlandırdım;suspended_affixation
Ardından kahvemi içtim ve gazeteyi okudum.;Ardından kahvemi iç ve gazeteyi okudum.;içtim;iç;okudum;suspended_affixation
Ardından yüzme havuzuna girdim ve yüzdüm.;Ardından yüzme havuzuna gir ve yüzdüm.;girdim;gir;yüzdüm;suspended_affixation
Yine konsere gittim ve dans ettim.;Yine konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Sonunda projeyi tamamladık ve sunuma hazırladık.;Sonunda projeyi tamamla ve sunuma hazırladık.;tamamladık;tamamla;hazırladık;suspended_affixation
Hemen yatak örtüsünü değiştirdiler ve yatağı topladılar.;Hemen yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Bu yeni tarifi denedim ve çok beğendim.;Bu yeni tarifi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Ardından çantamı hazırladım ve yola çıktım.;Ardından çantamı hazırla ve yola çıktım.;hazırladım;hazırla;çıktım;suspended_affixation
Gelen mesajları kontrol etti ve cevapladı.;Gelen mesajları kontrol et ve cevapladı.;etti;et;cevapladı;suspended_affixation
Adam yeni bir işe başladı ve hemen uyum sağladı.;Adam yeni bir işe başla ve hemen uyum sağladı.;başladı;başla;sağladı;suspended_affixation
Tüm raporu inceledim ve onayladım.;Tüm raporu incele ve onayladım.;inceledim;incele;onayladım;suspended_affixation
Ardından raftaki kitaplara göz attım ve beğendiğimi aldım.;Ardından raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
20 fotoğraf çekti ve albüme koydu.;20 fotoğraf çek ve albüme koydu.;çekti;çek;koydu;suspended_affixation
Yine toplantıya katıldım ve fikirlerimi paylaştım.;Yine toplantıya katıl ve fikirlerimi paylaştım.;katıldım;katıl;paylaştım;suspended_affixation
Kıyafetleri yıkadım ve kuruttum.;Kıyafetleri yıka ve kuruttum.;yıkadım;yıka;kuruttum;suspended_affixation
İki şarkı söyledim ve dans ettim.;İki şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Hemen arabayı yıkadım ve içini temizledim.;Hemen arabayı yıka ve içini temizledim.;yıkadım;yıka;temizledim;suspended_affixation
Hakan yarışa katıldı ve iyi bir derece aldı.;Hakan yarışa katıl ve iyi bir derece aldı.;katıldı;katıl;aldı;suspended_affixation
10 fotoğraf çekti ve albüme koydu.;10 fotoğraf çek ve albüme koydu.;çekti;çek;koydu;suspended_affixation
Sonra raftaki kitaplara göz attım ve beğendiğimi aldım.;Sonra raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
Sonra yemek yedim ve su içtim.;Sonra yemek ye ve su içtim.;yedim;ye;içtim;suspended_affixation
Ama kedimi sevdim ve mamasını verdim.;Ama kedimi sev ve mamasını verdim.;sevdim;sev;verdim;suspended_affixation
Şimdi spor salonuna kaydoldu ve düzenli gitmeye başladı.;Şimdi spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Evde yemek yaptılar ve misafirleri ağırladılar.;Evde yemek yap ve misafirleri ağırladılar.;yaptılar;yap;ağırladılar;suspended_affixation
Yine arabanın lastiklerini değiştirdim ve balans ayarı yaptırdım.;Yine arabanın lastiklerini değiştir ve balans ayarı yaptırdım.;değiştirdim;değiştir;yaptırdım;suspended_affixation
Antalya yarışmada birinci oldu ve ödül aldı.;Antalya yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Bir konsere bilet aldım ve arkadaşımla gittim.;Bir konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Merhaba yeni aldığım elbiseyi denedim ve çok beğendim.;Merhaba yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Anne kahvaltı hazırladı ve ailesiyle zaman geçirdi.;Anne kahvaltı hazırla ve ailesiyle zaman geçirdi.;hazırladı;hazırla;geçirdi;suspended_affixation
Yine kurabiye pişirdim ve komşulara dağıttım.;Yine kurabiye pişir ve komşulara dağıttım.;pişirdim;pişir;dağıttım;suspended_affixation
Mustafa yarışa katıldı ve iyi bir derece aldı.;Mustafa yarışa katıl ve iyi bir derece aldı.;katıldı;katıl;aldı;suspended_affixation
Ben kaza yaptım ve hastaneye gittim.;Ben kaza yap ve hastaneye gittim.;yaptım;yap;gittim;suspended_affixation
Bu bebeği sevdim ve kucağıma aldım.;Bu bebeği sev ve kucağıma aldım.;sevdim;sev;aldım;suspended_affixation
Sonra sabah ufaklığı bakkala gönderdim ve taze ekmek aldırdım.;Sonra sabah ufaklığı bakkala gönder ve taze ekmek aldırdım.;gönderdim;gönder;aldırdım;suspended_affixation
3 yemek yedim ve su içtim.;3 yemek ye ve su içtim.;yedim;ye;içtim;suspended_affixation
Kazağı ördü ve sevgilisine hediye etti.;Kazağı ör ve sevgilisine hediye etti.;ördü;ör;etti;suspended_affixation
Türkiye yarışmada birinci oldu ve ödül aldı.;Türkiye yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Bir projeyi tamamladık ve sunuma hazırladık.;Bir projeyi tamamla ve sunuma hazırladık.;tamamladık;tamamla;hazırladık;suspended_affixation
Ardından kütüphaneye gitti ve kitap aldı.;Ardından kütüphaneye git ve kitap aldı.;gitti;git;aldı;suspended_affixation
Büyük kardeşimle kavga ettik ve sonra barıştık.;Büyük kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Kahvaltı hazırladı ve ailesiyle zaman geçirdi.;Kahvaltı hazırla ve ailesiyle zaman geçirdi.;hazırladı;hazırla;geçirdi;suspended_affixation
Sabah annemle pazara çıktık ve meyve aldık.;Sabah annemle pazara çık ve meyve aldık.;çıktık;çık;aldık;suspended_affixation
Kahvemi içtim ve gazeteyi okudum.;Kahvemi iç ve gazeteyi okudum.;içtim;iç;okudum;suspended_affixation
Bu raporu inceledim ve onayladım.;Bu raporu incele ve onayladım.;inceledim;incele;onayladım;suspended_affixation
Bulaşıkları yıkadım ve makineye yerleştirdim.;Bulaşıkları yıka ve makineye yerleştirdim.;yıkadım;yıka;yerleştirdim;suspended_affixation
Ancak ruhsatsız olduğu tespit edilen işletme mühürlendi ve kapatıldı.;Ancak ruhsatsız olduğu tespit edilen işletme mühürlen ve kapatıldı.;mühürlendi;mühürlen;kapatıldı;suspended_affixation
Kuşuma yem verdim ve suyunu tazeledim.;Kuşuma yem ver ve suyunu tazeledim.;verdim;ver;tazeledim;suspended_affixation
Sonra yemeği ısıttım ve yedim.;Sonra yemeği ısıt ve yedim.;ısıttım;ısıt;yedim;suspended_affixation
Küçük kedimi veterinere götürdüm ve aşı yaptırdım.;Küçük kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Bu yarışmada birinci oldu ve ödül aldı.;Bu yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Stüdyoda şarkıyı kaydettiler ve sosyal medyada paylaştılar.;Stüdyoda şarkıyı kaydet ve sosyal medyada paylaştılar.;kaydettiler;kaydet;paylaştılar;suspended_affixation
O konsere bilet aldım ve arkadaşımla gittim.;O konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Fotoğraf çekti ve albüme koydu.;Fotoğraf çek ve albüme koydu.;çekti;çek;koydu;suspended_affixation
Bu akşam kızlarla partiye gittik ve çok eğlendik.;Bu akşam kızlarla partiye git ve çok eğlendik.;gittik;git;eğlendik;suspended_affixation
Sınav kağıtlarını okudum ve notlandırdım.;Sınav kağıtlarını oku ve notlandırdım.;okudum;oku;notlandırdım;suspended_affixation
Sadece yemek sipariş ettim ve gelmesini bekledim.;Sadece yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Hemen raftaki kitaplara göz attım ve beğendiğimi aldım.;Hemen raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
Ardından müzik dinledim ve rahatladım.;Ardından müzik dinle ve rahatladım.;dinledim;dinle;rahatladım;suspended_affixation
Evde almanca çalıştım ve arkadaşlarımla pratik yaptım.;Evde almanca çalış ve arkadaşlarımla pratik yaptım.;çalıştım;çalış;yaptım;suspended_affixation
Annemle pazara çıktık ve meyve aldık.;Annemle pazara çık ve meyve aldık.;çıktık;çık;aldık;suspended_affixation
Teknik raporu hazırladım ve müdüre sundum.;Teknik raporu hazırla ve müdüre sundum.;hazırladım;hazırla;sundum;suspended_affixation
3 fotoğraf çekti ve albüme koydu.;3 fotoğraf çek ve albüme koydu.;çekti;çek;koydu;suspended_affixation
Sabah spor yaptım ve duş aldım.;Sabah spor yap ve duş aldım.;yaptım;yap;aldım;suspended_affixation
Hemen uçağa bindiler ve memlekete gittiler.;Hemen uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Sonra bulaşıkları yıkadım ve makineye yerleştirdim.;Sonra bulaşıkları yıka ve makineye yerleştirdim.;yıkadım;yıka;yerleştirdim;suspended_affixation
Hemen arkadaşlarımla buluştuk ve sinemaya gittik.;Hemen arkadaşlarımla buluş ve sinemaya gittik.;buluştuk;buluş;gittik;suspended_affixation
Bu kedimi sevdim ve mamasını verdim.;Bu kedimi sev ve mamasını verdim.;sevdim;sev;verdim;suspended_affixation
O sabah erken kalktım ve koşuya çıktım.;O sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Ardından sınav kağıtlarını okudum ve notlandırdım.;Ardından sınav kağıtlarını oku ve notlandırdım.;okudum;oku;notlandırdım;suspended_affixation
Önce yemeği ısıttım ve yedim.;Önce yemeği ısıt ve yedim.;ısıttım;ısıt;yedim;suspended_affixation
Çiçekleri suladım ve toprağını değiştirdim.;Çiçekleri sula ve toprağını değiştirdim.;suladım;sula;değiştirdim;suspended_affixation
Bugün kütüphaneden kitap aldım ve okudum.;Bugün kütüphaneden kitap al ve okudum.;aldım;al;okudum;suspended_affixation
Sadece spor yaptım ve duş aldım.;Sadece spor yap ve duş aldım.;yaptım;yap;aldım;suspended_affixation
Yine sabah erken kalktım ve koşuya çıktım.;Yine sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Öğrenciler stüdyoda şarkıyı kaydettiler ve sosyal medyada paylaştılar.;Öğrenciler stüdyoda şarkıyı kaydet ve sosyal medyada paylaştılar.;kaydettiler;kaydet;paylaştılar;suspended_affixation
Kek pişirdim ve üstünü süsledim.;Kek pişir ve üstünü süsledim.;pişirdim;pişir;süsledim;suspended_affixation
Ardından bahçeyi temizledim ve çiçek ektim.;Ardından bahçeyi temizle ve çiçek ektim.;temizledim;temizle;ektim;suspended_affixation
Sen projeyi tamamladın ve sunumu hazırladın.;Sen projeyi tamamla ve sunumu hazırladın.;tamamladın;tamamla;hazırladın;suspended_affixation
Çok şarkı söyledim ve dans ettim.;Çok şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Kıyafetleri ütüledi ve oğluna verdi.;Kıyafetleri ütüle ve oğluna verdi.;ütüledi;ütüle;verdi;suspended_affixation
Kendi köpeğimi taradım ve tüylerini topladım.;Kendi köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Tüm ödevlerimi bitirdim ve oyun oynamaya başladım.;Tüm ödevlerimi bitir ve oyun oynamaya başladım.;bitirdim;bitir;başladım;suspended_affixation
Sonra yeni bir işe başladı ve hemen uyum sağladı.;Sonra yeni bir işe başla ve hemen uyum sağladı.;başladı;başla;sağladı;suspended_affixation
O sabah ufaklığı bakkala gönderdim ve taze ekmek aldırdım.;O sabah ufaklığı bakkala gönder ve taze ekmek aldırdım.;gönderdim;gönder;aldırdım;suspended_affixation
Sonra bisiklete bindik ve parkta tur attık.;Sonra bisiklete bin ve parkta tur attık.;bindik;bin;attık;suspended_affixation
Bu yeni aldığım elbiseyi denedim ve çok beğendim.;Bu yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
İki aşure yaptık ve komşulara dağıttık.;İki aşure yap ve komşulara dağıttık.;yaptık;yap;dağıttık;suspended_affixation
Böylece spor salonuna kaydoldu ve düzenli gitmeye başladı.;Böylece spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Bir yeni tarifi denedim ve çok beğendim.;Bir yeni tarifi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Sonra telefonu şarja koydum ve biraz dolunca açtım.;Sonra telefonu şarja koy ve biraz dolunca açtım.;koydum;koy;açtım;suspended_affixation
5 yemek sipariş ettim ve kapıda ödedim.;5 yemek sipariş et ve kapıda ödedim.;ettim;et;ödettim;suspended_affixation
Dün annemle pazara çıktık ve meyve aldık.;Dün annemle pazara çık ve meyve aldık.;çıktık;çık;aldık;suspended_affixation
Kadınlar yatak örtüsünü değiştirdiler ve yatağı topladılar.;Kadınlar yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Bu maçı izledik ve sonucu tartıştık.;Bu maçı izle ve sonucu tartıştık.;izledik;izle;tartıştık;suspended_affixation
Bütün çiçekleri suladım ve toprağını değiştirdim.;Bütün çiçekleri sula ve toprağını değiştirdim.;suladım;sula;değiştirdim;suspended_affixation
Ben arabayı yıkadım ve cilaladım.;Ben arabayı yıka ve cilaladım.;yıkadım;yıka;cilaladım;suspended_affixation
Adam yeni bir iş buldu ve para kazanmaya başladı.;Adam yeni bir iş bul ve para kazanmaya başladı.;buldu;bul;başladı;suspended_affixation
Sonra konsere bilet aldım ve arkadaşımla gittim.;Sonra konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Polis kırmızı ışıkta durdu ve bekledi.;Polis kırmızı ışıkta dur ve bekledi.;durdu;dur;bekledi;suspended_affixation
Tüm projeyi tamamladık ve sunuma hazırladık.;Tüm projeyi tamamla ve sunuma hazırladık.;tamamladık;tamamla;hazırladık;suspended_affixation
Yine dün pazara uğradım ve bir sürü sebze aldım.;Yine dün pazara uğra ve bir sürü sebze aldım.;uğradım;uğra;aldım;suspended_affixation
1 yeni şarkı besteledim ve kaydettim.;1 yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Kapıyı açtım ve misafirleri karşıladım.;Kapıyı aç ve misafirleri karşıladım.;açtım;aç;karşıladım;suspended_affixation
Hep şarkı söyledim ve dans ettim.;Hep şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Bütün kıyafetleri yıkadım ve kuruttum.;Bütün kıyafetleri yıka ve kuruttum.;yıkadım;yıka;kuruttum;suspended_affixation
Tüm kurabiyeleri pişirdim ve soğumaya bıraktım.;Tüm kurabiyeleri pişir ve soğumaya bıraktım.;pişirdim;pişir;bıraktım;suspended_affixation
Ve ruhsatsız olduğu tespit edilen işletme mühürlendi ve kapatıldı.;Ve ruhsatsız olduğu tespit edilen işletme mühürlen ve kapatıldı.;mühürlendi;mühürlen;kapatıldı;suspended_affixation
Okul ödevlerimi bitirdim ve oyun oynamaya başladım.;Okul ödevlerimi bitir ve oyun oynamaya başladım.;bitirdim;bitir;başladım;suspended_affixation
Ben kedimi sevdim ve mamasını verdim.;Ben kedimi sev ve mamasını verdim.;sevdim;sev;verdim;suspended_affixation
O akşam kızlarla partiye gittik ve çok eğlendik.;O akşam kızlarla partiye git ve çok eğlendik.;gittik;git;eğlendik;suspended_affixation
Bir konsere gittim ve dans ettim.;Bir konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Raftaki kitaplara göz attım ve beğendiğimi aldım.;Raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
Öncelikle konser biletlerini ayırttım ve arkadaşlarıma haber verdim.;Öncelikle konser biletlerini ayırt ve arkadaşlarıma haber verdim.;ayırttım;ayırt;verdim;suspended_affixation
Böylece menüye yeni bir tarif koyuldu ve çok beğenildi.;Böylece menüye yeni bir tarif koyul ve çok beğenildi.;koyuldu;koyul;beğenildi;suspended_affixation
İlk raporu hazırladım ve müdüre sundum.;İlk raporu hazırla ve müdüre sundum.;hazırladım;hazırla;sundum;suspended_affixation
Küçük kaza yaptım ve hastaneye gittim.;Küçük kaza yap ve hastaneye gittim.;yaptım;yap;gittim;suspended_affixation
Şimdi raftaki kitaplara göz attım ve beğendiğimi aldım.;Şimdi raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
Bir şarkı söyledim ve dans ettim.;Bir şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
