good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Artık senin bu tavırlarından bıktım.;Artık senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Ve bütün gece onu düşündüm.;Ve bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Son duruma çok şaşırdım.;Son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Alman hükümet partisi yeni yasada hala ısrar ediyor.;Alman hükümet partisi yeni yasayı hala ısrar ediyor.;yasada;yasayı;ısrar ediyor;argument_structure;transitive
Çünkü seni buralarda görmeye son zamanlarda iyice alıştım.;Çünkü seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Sadece annemin sözlerine kulak verdim.;Sadece annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
2 konsere katılmayı düşünüyorlar.;2 konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Erdoğan bu fikre sıcak baktı.;Erdoğan bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Bu duruma çok üzüldüler.;Bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Ona büyük saygı duyuyorum.;Onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Ve onun doğruyu söylediğine inanıyorum.;Ve onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Gözden kaçan detaya çok üzüldüm.;Gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
2- i̇nternette her gördüğün habere körü körüne inanma.;2- i̇nternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Bu bu fikre sıcak baktı.;Bu bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Ama ona büyük saygı duyuyorum.;Ama onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Sadece babamın öğütlerine kulak verdim.;Sadece babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Bu bu soruna çok kafa yordum.;Bu bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Fakat son gelişmeye çok şaşırdım.;Fakat son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
Çünkü ona büyük saygı duyuyorum.;Çünkü onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Evde yeni bir spora başladık.;Evde yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Özellikle bu tabloya hayran kaldım.;Özellikle bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Ben bu türküye bayılıyorum.;Ben bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Uzun tatile çıkma fikrine çok ısındım.;Uzun tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Öyle zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Öyle zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Küçük kardeşimin mezuniyetini unuttum.;Küçük kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Ancak bu fikre çok önem veriyoruz.;Ancak bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Sonra bütün gün seni düşündüm.;Sonra bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Ve seminere katılmaya karar verdim.;Ve semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
O bütün gece onu düşündüm.;O bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Sayın doktor bey yaşlı hastayla özel olarak ilgileniyor.;Sayın doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Arkadaşlar yeni bir kursa girdim.;Arkadaşlar yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Bu öneriye sıcak baktı.;Bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Ama bu heykellere hayran kaldım.;Ama bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Ama sana her zaman güveniyorum.;Ama seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bir yeni projeye başlamaya karar verdiler.;Bir yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Ben bu sınava günlerce çalıştım.;Ben bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Şimdi onun doğruyu söylediğine inanıyorum.;Şimdi onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
İcra müdürümüz bize çok kızdı.;İcra müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Gün bütün gün seni düşündüm.;Gün bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Ve kedim balkondan düştü.;Ve kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Çok bu saati çok beğendim.;Çok bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Ayrıca bu heykellere hayran kaldım.;Ayrıca bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Ve zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Ve zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Yeni eda yeni elbisesine resmen hayran kaldı.;Yeni eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Bugün bütün gün seni düşündüm.;Bugün bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Aslında seni burada görmeye son zamanlarda iyice alıştım.;Aslında seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Yarın size de gelirim.;Yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Belki yarın onlara da uğrarım.;Belki yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Gözden kaçan hataya çok üzüldüm.;Gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
İnşallah yarın size de gelirim.;İnşallah yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Ben ona koşulsuz destek oluyorum.;Ben onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Ve bu habere çok sevindim.;Ve bu haberi çok sevindim.;habere;haberi;sevindim;argument_structure;transitive
Tatile çıkma planına çok ısındım.;Tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Ben bu türküye bayılıyorum.;Ben bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Evet onun söylediklerine katılıyorum.;Evet onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Bütün akrabalarımla iyi geçiniyorum.;Bütün akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Ve dün yaptıklarından sonra sana çok kırıldım.;Ve dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Çünkü annem her zaman bana destek olur.;Çünkü annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ama ona koşulsuz destek oluyorum.;Ama onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Yine bu film serisine bayıldım.;Yine bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ve yeni projeye başlamaya karar verdiler.;Ve yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Bu yeni projeye başlamaya karar verdiler.;Bu yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Evet ona koşulsuz destek oluyorum.;Evet onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Ve bu diziye bayılıyoruz.;Ve bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Kumara fazla kapılmamalısın.;Kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Ama bu şehri çok seviyorum.;Ama bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Artık seni burada görmeye son zamanlarda iyice alıştım.;Artık seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Şimdi komşularımla iyi geçiniyorum.;Şimdi komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Bütün komşularımla iyi geçiniyorum.;Bütün komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Hemen bu filme bayılıyoruz.;Hemen bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
Şimdi yeni bir işe girdim.;Şimdi yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Uzman hemşire hanım yaşlı hastayla özel olarak ilgileniyor.;Uzman hemşire hanım yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Hatta bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Hatta bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Çok bu soruna çok kafa yordum.;Çok bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Biz bu fikre çok önem veriyoruz.;Biz bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Bu müjdeye çok sevindim.;Bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Bazı oyunlara fazla kapılmamalısın.;Bazı oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Bu diziye bayılıyoruz.;Bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Biz ona büyük saygı duyuyorum.;Biz onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Daha yeni bir kursa girdim.;Daha yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Evet bu film serisine bayıldım.;Evet bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
İşte yarın onlara da uğrarım.;İşte yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Kardeşimin mezuniyetini unuttum.;Kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Klasik oyunlara fazla kapılmamalısın.;Klasik oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Hep bu soruna çok kafa yordum.;Hep bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Sonra seminere katılmaya karar verdim.;Sonra semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Eşimin zevkine çok güvenirim.;Eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Sadece eşimin kararlarına çok güvenirim.;Sadece eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Diğer komşularımla iyi geçiniyorum.;Diğer komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Çünkü tartışmaya girmeyi sevmem.;Çünkü tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Bütün gece onu düşündüm.;Bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Yine yeni bir işe girdim.;Yine yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Bende bu türküye bayılıyorum.;Bende bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Biz bu olaya çok üzüldüler.;Biz bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Evet seni burada görmeye son zamanlarda iyice alıştım.;Evet seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Yani ona koşulsuz destek oluyorum.;Yani onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Akrabalarımla iyi geçiniyorum.;Akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Ve eşimin zevkine çok güvenirim.;Ve eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Bu gözlüğü çok beğendim.;Bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Fakat şu yeniliklere oldum olası alışamadım.;Fakat şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Herkes eda yeni elbisesine resmen hayran kaldı.;Herkes eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Ben komşularımla iyi geçiniyorum.;Ben komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Çünkü ona büyük saygı duyuyorum.;Çünkü onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Çok bu gözlüğü çok beğendim.;Çok bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Hiç tartışmaya girmeyi sevmem.;Hiç tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Seni burada görmeye son zamanlarda iyice alıştım.;Seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Şu değişikliklere oldum olası alışamadım.;Şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Kesinlikle onun söylediklerine katılıyorum.;Kesinlikle onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Türkçe öğretmenimiz bize çok kızdı.;Türkçe öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Oldukça zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Oldukça zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Özellikle bu projeye çok önem veriyoruz.;Özellikle bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Yeni muhalefet partisi erken seçimde hala ısrar ediyor.;Yeni muhalefet partisi erken seçimi hala ısrar ediyor.;seçimde;seçimi;ısrar ediyor;argument_structure;transitive
Onun söylediklerine katılıyorum.;Onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Bugün yeni bir spora başladık.;Bugün yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Bir kardeşimin mezuniyetini unuttum.;Bir kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Ve senin bu tavırlarından bıktım.;Ve senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Çok tartışmaya girmeyi sevmem.;Çok tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Bu gözden kaçan hataya çok üzüldüm.;Bu gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Kendi akrabalarımla iyi geçiniyorum.;Kendi akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Erdoğan bu öneriye sıcak baktı.;Erdoğan bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Öncelikle şu değişikliklere oldum olası alışamadım.;Öncelikle şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
İlçe müdürümüz bize çok kızdı.;İlçe müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Sadece onun doğruyu söylediğine inanıyorum.;Sadece onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Artık tatile çıkma planına çok ısındım.;Artık tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Ama bu türküye bayılıyorum.;Ama bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Bugün bu fikre çok önem veriyoruz.;Bugün bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Kendi köpeğim merdivenlerden düştü.;Kendi köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Başkan bu öneriye sıcak baktı.;Başkan bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Yine yeni bir hobiye başladık.;Yine yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Ancak onun doğruyu söylediğine inanıyorum.;Ancak onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Ben bu tabloya hayran kaldım.;Ben bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Ve eda hediyesine resmen bayıldı.;Ve eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Ana babam her zaman bana destek olur.;Ana babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ancak onun doğruyu söylediğine inanıyorum.;Ancak onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Tartışmaya girmeyi sevmem.;Tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Sana her zaman güveniyorum.;Seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Eda yeni elbisesine resmen hayran kaldı.;Eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
En zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;En zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Ve annemin sözlerine kulak verdim.;Ve annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
Ben onun doğruyu söylediğine inanıyorum.;Ben onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Bir yeni bir işe girdim.;Bir yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Aslında onun söylediklerine katılıyorum.;Aslında onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ve seminere katılmaya karar verdim.;Ve semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Yarın onlara da uğrarım.;Yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Senin dün söylediklerinden sonra sana çok kırıldım.;Senin dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Eğer konsere katılmayı düşünüyorlar.;Eğer konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Önce babamın öğütlerine kulak verdim.;Önce babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Bir konferansa katılmaya karar verdim.;Bir konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Ayrıca bu film serisine bayıldım.;Ayrıca bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Bir bu konuya çok kafa yordum.;Bir bu konuyu çok kafa yordum.;konuya;konuyu;yordum;argument_structure;transitive
Evet ben artık sana sadece acıyorum.;Evet ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Ama bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Ama bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Seminere katılmaya karar verdim.;Semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Ben bu kasabayı çok seviyorum.;Ben bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Çünkü ben artık sana sadece acıyorum.;Çünkü ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Sonra yeni bir işe girdim.;Sonra yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Şimdi senin bu tavırlarından bıktım.;Şimdi senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Çok zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Çok zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Bu konferansa katılmaya karar verdim.;Bu konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Ama kumara fazla kapılmamalısın.;Ama kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Büyük muhalefet partisi erken seçimde hala ısrar ediyor.;Büyük muhalefet partisi erken seçimi hala ısrar ediyor.;seçimde;seçimi;ısrar ediyor;argument_structure;transitive
Doktor bey yaşlı hastayla özel olarak ilgileniyor.;Doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Ben eşimin zevkine çok güvenirim.;Ben eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Hükümet bu öneriye sıcak baktı.;Hükümet bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Ama ona koşulsuz destek oluyorum.;Ama onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Gece bütün gün seni düşündüm.;Gece bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Bu zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Bu zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Ben seminere katılmaya karar verdim.;Ben semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Aslında seni buralarda görmeye son zamanlarda iyice alıştım.;Aslında seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Ve ona büyük saygı duyuyorum.;Ve onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Hep sana her zaman güveniyorum.;Hep seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Anne annem her zaman bana destek olur.;Anne annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ben onun tepkisine çok şaşırdım.;Ben onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
Eski hükümet partisi yeni yasada hala ısrar ediyor.;Eski hükümet partisi yeni yasayı hala ısrar ediyor.;yasada;yasayı;ısrar ediyor;argument_structure;transitive
Bir tatile çıkma planına çok ısındım.;Bir tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Bir balayı için Urla'da karar kılmışlar.;Bir balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Ayrıca bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Ayrıca bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Cumhurbaşkanı bu öneriye sıcak baktı.;Cumhurbaşkanı bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Ancak kumara fazla kapılmamalısın.;Ancak kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Belki yarın size de gelirim.;Belki yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Ancak son duruma çok şaşırdım.;Ancak son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Öğretmenimiz bize çok kızdı.;Öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Bir yeni bir hobiye başladık.;Bir yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Arkadaşlar yarın size de gelirim.;Arkadaşlar yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Çok tartışmaya girmeyi sevmem.;Çok tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ve akrabalarımla iyi geçiniyorum.;Ve akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Ankara bu olaya çok üzüldüler.;Ankara bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Ve etkinliğe katılmayı düşünüyorlar.;Ve etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Küçük eda hediyesine resmen bayıldı.;Küçük eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Ben sana her zaman güveniyorum.;Ben seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bu konsere katılmayı düşünüyorlar.;Bu konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Bu türküye bayılıyorum.;Bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
O bu soruna çok kafa yordum.;O bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Özellikle annem her zaman bana destek olur.;Özellikle annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
İki kaba müşteri genç garsonla resmen dalga geçti.;İki kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Sonra yeni bir kursa girdim.;Sonra yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Çünkü bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Çünkü bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Ancak bu habere çok sevindim.;Ancak bu haberi çok sevindim.;habere;haberi;sevindim;argument_structure;transitive
Hiç tartışmaya girmeyi sevmem.;Hiç tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ve bu yarışmaya günlerce çalıştım.;Ve bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
3. komşularımla iyi geçiniyorum.;3. komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Beni bütün gece onu düşündüm.;Beni bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
