good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
İşte öğretmen zor soruyu açıklayınca öğrenciler bilir.;İşte öğretmen zor soruyu açıklayınca öğrenciler biler.;bilir;biler;-;irregular_forms
Şimdi çocuk saklanan arkadaşını kolayca bulur.;Şimdi çocuk saklanan arkadaşını kolayca bular.;bulur;bular;-;irregular_forms
Bir doktor hastayı muayene edince görür.;Bir doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
7 bulmacanın cevaplarını arka sayfada görür.;7 bulmacanın cevaplarını arka sayfada görer.;görür;görer;-;irregular_forms  
Ze define avcısı haritada gösterilen yerleri kazar ve hazineyi bulur.;Ze define avcısı haritada gösterilen yerleri kazar ve hazineyi bular.;bulur;bular;-;irregular_forms
Polisler şüpheli bir aracı görünce hemen durur.;Polisler şüpheli bir aracı görünce hemen durar.;durur;durar;-;irregular_forms
Baba anneleri çocuklara aldığı oyuncakları verir.;Baba anneleri çocuklara aldığı oyuncakları verer.;verir;verer;-;irregular_forms
Bu yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durur.;Bu yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durar.;durur;durar;-;irregular_forms
Her takım maçı kazanırsa şampiyon olur.;Her takım maçı kazanırsa şampiyon olar.;olur;olar;-;irregular_forms
Bütün misafirler akşam yemeğine tam saatinde gelir.;Bütün misafirler akşam yemeğine tam saatinde geler.;gelir;geler;-;irregular_forms
Tüm bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalır.;Tüm bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalar.;kalır;kalar;-;irregular_forms  
Hiç güneş görmeyen petunyalar hemen ölür.;Hiç güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Artık memlekete her döndüğünde ilk iş babaannesini görür.;Artık memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Erkek yarışçılar bitiş çizgisine neredeyse aynı anda varır.;Erkek yarışçılar bitiş çizgisine neredeyse aynı anda varar.;varır;varar;-;irregular_forms
Bütün misafirler akşam yemeğine gelir.;Bütün misafirler akşam yemeğine geler.;gelir;geler;-;irregular_forms
Bir toplantıda son karar her zaman başkanın olur.;Bir toplantıda son karar her zaman başkanın olar.;olur;olar;-;irregular_forms
Polis şüpheli aracı görünce durur.;Polis şüpheli aracı görünce durar.;durur;durar;-;irregular_forms
Sabah odasında kaybolan çorabı yatağın altında bulur.;Sabah odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
Baba dedem bize her pazar kahvaltıya gelir.;Baba dedem bize her pazar kahvaltıya geler.;gelir;geler;-;irregular_forms  
Ve yarışmacılar parkuru bitirince varır.;Ve yarışmacılar parkuru bitirince varar.;varır;varar;-;irregular_forms
Bir çocuk odasında kaybolan oyuncağı bulur.;Bir çocuk odasında kaybolan oyuncağı bular.;bulur;bular;-;irregular_forms
Eğer bahçıvan çiçekleri sulamazsa hepsi ölür.;Eğer bahçıvan çiçekleri sulamazsa hepsi öler.;ölür;öler;-;irregular_forms
Genç balıkçı ağını her sabah denizden alır.;Genç balıkçı ağını her sabah denizden alar.;alır;alar;-;irregular_forms
Bugün güneş görmeyen petunyalar hemen ölür.;Bugün güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Bütün bitkiler susuz kaldığında çabucak ölür.;Bütün bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
• müşteri sipariş bedelini kapıda nakit olarak verir.;• müşteri sipariş bedelini kapıda nakit olarak verer.;verir;verer;-;irregular_forms  
Bu bitkiler susuz kaldığında çabucak ölür.;Bu bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Fakat yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durur.;Fakat yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durar.;durur;durar;-;irregular_forms
Üniversite çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;Üniversite çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
Ali marangoz çekiçle çiviye vurur.;Ali marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Bu bulmacanın cevaplarını arka sayfada görür.;Bu bulmacanın cevaplarını arka sayfada görer.;görür;görer;-;irregular_forms  
Yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
Böylece yarışçılar bitiş çizgisine neredeyse aynı anda varır.;Böylece yarışçılar bitiş çizgisine neredeyse aynı anda varar.;varır;varar;-;irregular_forms
İki köpek sahibini görünce hemen durur.;İki köpek sahibini görünce hemen durar.;durur;durar;-;irregular_forms
Tüm yolcular terminale aynı anda varır.;Tüm yolcular terminale aynı anda varar.;varır;varar;-;irregular_forms
Her parkuru ilk bitiren şampiyon olur.;Her parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Ayrıca kuraklıkta bitkiler su alamayınca ölür.;Ayrıca kuraklıkta bitkiler su alamayınca öler.;ölür;öler;-;irregular_forms 
Ve yaşlı adam bankta oturup saatlerce durur.;Ve yaşlı adam bankta oturup saatlerce durar.;durur;durar;-;irregular_forms
Bazı çiçekler susuz kaldığında hemen ölür.;Bazı çiçekler susuz kaldığında hemen öler.;ölür;öler;-;irregular_forms
Genç çocuklar saklananı hemen bulur.;Genç çocuklar saklananı hemen bular.;bulur;bular;-;irregular_forms
Ev güvenlik görevlisi paketten şüphelenince durur.;Ev güvenlik görevlisi paketten şüphelenince durar.;durur;durar;-;irregular_forms  
Bir doktor hastanın durumunu kontrol edince görür.;Bir doktor hastanın durumunu kontrol edince görer.;görür;görer;-;irregular_forms
Her çocuk saklanan arkadaşını kolayca bulur.;Her çocuk saklanan arkadaşını kolayca bular.;bulur;bular;-;irregular_forms
Bu müzisyen kalabalığı her akşam görür.;Bu müzisyen kalabalığı her akşam görer.;görür;görer;-;irregular_forms
Bizim kuşlar kış gelince güneye gitmez burada kalır.;Bizim kuşlar kış gelince güneye gitmez burada kalar.;kalır;kalar;-;irregular_forms
Boksör son darbeyi indirince nakavt olur.;Boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
Bir şef yemeğin tadına bakınca eksikleri bilir.;Bir şef yemeğin tadına bakınca eksikleri biler.;bilir;biler;-;irregular_forms
Yazar bulmacanın cevaplarını arka sayfada görür.;Yazar bulmacanın cevaplarını arka sayfada görer.;görür;görer;-;irregular_forms  
Çünkü öğretmen zor soruyu açıklayınca öğrenciler bilir.;Çünkü öğretmen zor soruyu açıklayınca öğrenciler biler.;bilir;biler;-;irregular_forms
Ancak polis şüpheliyi görünce hemen vurur.;Ancak polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
Za define avcısı haritada gösterilen yerleri kazar ve hazineyi bulur.;Za define avcısı haritada gösterilen yerleri kazar ve hazineyi bular.;bulur;bular;-;irregular_forms
Uzun parkuru ilk bitiren şampiyon olur.;Uzun parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Çok çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;Çok çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
Her müzisyen kalabalığı her akşam görür.;Her müzisyen kalabalığı her akşam görer.;görür;görer;-;irregular_forms
Ve otobüs durağa tam zamanında varır.;Ve otobüs durağa tam zamanında varar.;varır;varar;-;irregular_forms  
Ana dedem bize her pazar kahvaltıya gelir.;Ana dedem bize her pazar kahvaltıya geler.;gelir;geler;-;irregular_forms  
3. yarışmacılar parkuru bitirince varır.;3. yarışmacılar parkuru bitirince varar.;varır;varar;-;irregular_forms
Evet öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini bilir.;Evet öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini biler.;bilir;biler;-;irregular_forms  
Tüm öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini bilir.;Tüm öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini biler.;bilir;biler;-;irregular_forms  
Ve toplantıda son söz müdürün olur.;Ve toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Üç futbolcu penaltı atarken topu hep aynı köşeye vurur.;Üç futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
Amerikan bilim insanları mikroskop altında hücreyi görür.;Amerikan bilim insanları mikroskop altında hücreyi görer.;görür;görer;-;irregular_forms  
Tren istasyona tam zamanında varır.;Tren istasyona tam zamanında varar.;varır;varar;-;irregular_forms
Orta yaşlı adam bankta oturup saatlerce durur.;Orta yaşlı adam bankta oturup saatlerce durar.;durur;durar;-;irregular_forms
Fakat polisler şüpheli bir aracı görünce hemen durur.;Fakat polisler şüpheli bir aracı görünce hemen durar.;durur;durar;-;irregular_forms
Ardından uygulamayı açınca hesap bakiyesini görür.;Ardından uygulamayı açınca hesap bakiyesini görer.;görür;görer;-;irregular_forms
Çoğu müzisyen kalabalığı her akşam görür.;Çoğu müzisyen kalabalığı her akşam görer.;görür;görer;-;irregular_forms
Kadın polis şüpheliyi görünce hemen vurur.;Kadın polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
Usta kaptan doğru rotayı her zaman bilir.;Usta kaptan doğru rotayı her zaman biler.;bilir;biler;-;irregular_forms
İyi çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;İyi çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
Genç dalgıçlar midyeleri kayalıkların altından alır.;Genç dalgıçlar midyeleri kayalıkların altından alar.;alır;alar;-;irregular_forms
Ancak çocuk odasında kaybolan anahtarı dolabın üstünde bulur.;Ancak çocuk odasında kaybolan anahtarı dolabın üstünde bular.;bulur;bular;-;irregular_forms  
Alman futbolcu penaltı atarken topa sert vurur.;Alman futbolcu penaltı atarken topa sert vurar.;vurur;vurar;-;irregular_forms
Her yolcular terminale aynı anda varır.;Her yolcular terminale aynı anda varar.;varır;varar;-;irregular_forms
Yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Annem her şeyimi eliyle koymuş gibi bulur.;Annem her şeyimi eliyle koymuş gibi bular.;bulur;bular;-;irregular_forms
Bir balıkçı ağını denizden alır.;Bir balıkçı ağını denizden alar.;alır;alar;-;irregular_forms
İki annen birkaç saate İstanbul'a varır.;İki annen birkaç saate İstanbul'a varar.;varır;varar;-;irregular_forms
Küçük çiçekler susuz kaldığında hemen ölür.;Küçük çiçekler susuz kaldığında hemen öler.;ölür;öler;-;irregular_forms
Ayrıca postacı her sabah aynı saatte günün gazetesini verir.;Ayrıca postacı her sabah aynı saatte günün gazetesini verer.;verir;verer;-;irregular_forms
Bir kaptan doğru rotayı her zaman bilir.;Bir kaptan doğru rotayı her zaman biler.;bilir;biler;-;irregular_forms
2. tren tam zamanında istasyona varır.;2. tren tam zamanında istasyona varar.;varır;varar;-;irregular_forms
On annen birkaç saate İstanbul'a varır.;On annen birkaç saate İstanbul'a varar.;varır;varar;-;irregular_forms
Bütün misafirler davete tam zamanında gelir.;Bütün misafirler davete tam zamanında geler.;gelir;geler;-;irregular_forms
Büyük dedem bize her pazar kahvaltıya gelir.;Büyük dedem bize her pazar kahvaltıya geler.;gelir;geler;-;irregular_forms  
Postacı her sabah aynı saatte günün gazetesini verir.;Postacı her sabah aynı saatte günün gazetesini verer.;verir;verer;-;irregular_forms
Kütüphaneden ödünç aldığı kitapları zamanında geri verir.;Kütüphaneden ödünç aldığı kitapları zamanında geri verer.;verir;verer;-;irregular_forms
Kadın yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Kadın yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
Bu uçak yoğun sis nedeniyle muhtemelen geç varır.;Bu uçak yoğun sis nedeniyle muhtemelen geç varar.;varır;varar;-;irregular_forms  
Küçük dalgıçlar midyeleri kayalıkların altından alır.;Küçük dalgıçlar midyeleri kayalıkların altından alar.;alır;alar;-;irregular_forms
2. takım maçı kazanırsa şampiyon olur.;2. takım maçı kazanırsa şampiyon olar.;olur;olar;-;irregular_forms
Bizim anneannem her pazar bize gelir.;Bizim anneannem her pazar bize geler.;gelir;geler;-;irregular_forms
İki polis şüpheli aracı görünce durur.;İki polis şüpheli aracı görünce durar.;durur;durar;-;irregular_forms
Burada kuşlar sonbaharda göç etmez burada kalır.;Burada kuşlar sonbaharda göç etmez burada kalar.;kalır;kalar;-;irregular_forms
Hemen uygulamayı açınca hesap bakiyesini görür.;Hemen uygulamayı açınca hesap bakiyesini görer.;görür;görer;-;irregular_forms
Adam sevgilisine özel günler dışında da hediye verir.;Adam sevgilisine özel günler dışında da hediye verer.;verir;verer;-;irregular_forms
Bu kuşlar sonbaharda göç etmez burada kalır.;Bu kuşlar sonbaharda göç etmez burada kalar.;kalır;kalar;-;irregular_forms
İlk uçak yoğun sis nedeniyle muhtemelen geç varır.;İlk uçak yoğun sis nedeniyle muhtemelen geç varar.;varır;varar;-;irregular_forms  
Diğer misafirler akşam yemeğine tam saatinde gelir.;Diğer misafirler akşam yemeğine tam saatinde geler.;gelir;geler;-;irregular_forms
Adam her hafta bizimle okey oynamaya gelir.;Adam her hafta bizimle okey oynamaya geler.;gelir;geler;-;irregular_forms
3- müşteri sipariş bedelini kapıda nakit olarak verir.;3- müşteri sipariş bedelini kapıda nakit olarak verer.;verir;verer;-;irregular_forms  
Ancak kaptan pusula kullanmadan yönü bilir.;Ancak kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
Çünkü herkes buralardaki en iyi pilavcının Fevzi abi olduğunu bilir.;Çünkü herkes buralardaki en iyi pilavcının Fevzi abi olduğunu biler.;bilir;biler;-;irregular_forms
Rus boksör son darbeyi indirince nakavt olur.;Rus boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
Her öğrenci tüm soruları doğru bilir.;Her öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
Son yolcu otobüsü terminale tam vaktinde varır.;Son yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Bir ağaç kışın yapraklarını dökmez ve yeşil kalır.;Bir ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Bir öğrenci tüm formülleri ezbere bilir.;Bir öğrenci tüm formülleri ezbere biler.;bilir;biler;-;irregular_forms
Ancak güneş görmeyen petunyalar hemen ölür.;Ancak güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Son otobüs durağa tam zamanında varır.;Son otobüs durağa tam zamanında varar.;varır;varar;-;irregular_forms  
İstanbul film festivaline gitmek için harçlıklarını biriktip bilet alır.;İstanbul film festivaline gitmek için harçlıklarını biriktip bilet alar.;alır;alar;-;irregular_forms
Bu futbolcu penaltı atarken topu hep aynı köşeye vurur.;Bu futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
Bir saklambaçta en iyi saklananı bile hemencecik bulur.;Bir saklambaçta en iyi saklananı bile hemencecik bular.;bulur;bular;-;irregular_forms
Diğer bitkiler yeterince su alamayınca solar ve ölür.;Diğer bitkiler yeterince su alamayınca solar ve öler.;ölür;öler;-;irregular_forms
Burada misafirler akşam yemeğine tam saatinde gelir.;Burada misafirler akşam yemeğine tam saatinde geler.;gelir;geler;-;irregular_forms
Her bulmacanın cevaplarını arka sayfada görür.;Her bulmacanın cevaplarını arka sayfada görer.;görür;görer;-;irregular_forms  
Üç çocuk kaybolan köpeğini parkta bulur.;Üç çocuk kaybolan köpeğini parkta bular.;bulur;bular;-;irregular_forms
Rus futbolcu penaltı atarken topa sert vurur.;Rus futbolcu penaltı atarken topa sert vurar.;vurur;vurar;-;irregular_forms
Bu çiçekler susuz kaldığında hemen ölür.;Bu çiçekler susuz kaldığında hemen öler.;ölür;öler;-;irregular_forms
4 yolcu otobüsü terminale tam vaktinde varır.;4 yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Kullanıcı uygulamayı açınca hesap bakiyesini görür.;Kullanıcı uygulamayı açınca hesap bakiyesini görer.;görür;görer;-;irregular_forms
Burada polisler şüpheli bir aracı görünce hemen durur.;Burada polisler şüpheli bir aracı görünce hemen durar.;durur;durar;-;irregular_forms
Ve annem her şeyimi eliyle koymuş gibi bulur.;Ve annem her şeyimi eliyle koymuş gibi bular.;bulur;bular;-;irregular_forms
Ancak yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Ancak yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Bir öğrenci tüm soruları doğru bilir.;Bir öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
Ve köpek yabancıyı görünce durur.;Ve köpek yabancıyı görünce durar.;durur;durar;-;irregular_forms
Ve herkes buralardaki en iyi pilavcının Fevzi abi olduğunu bilir.;Ve herkes buralardaki en iyi pilavcının Fevzi abi olduğunu biler.;bilir;biler;-;irregular_forms
O memlekete her döndüğünde ilk iş babaannesini görür.;O memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Öğrenci tüm formülleri ezbere bilir.;Öğrenci tüm formülleri ezbere biler.;bilir;biler;-;irregular_forms
Ancak tren rapor edilen saatte istasyona varır.;Ancak tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Akşam odasında kaybolan çorabı yatağın altında bulur.;Akşam odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
Son otobüs tam zamanında terminale varır.;Son otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
Bazı dalgıçlar midyeleri kayalıkların altından alır.;Bazı dalgıçlar midyeleri kayalıkların altından alar.;alır;alar;-;irregular_forms
Hazi define avcısı haritada gösterilen yerleri kazar ve hazineyi bulur.;Hazi define avcısı haritada gösterilen yerleri kazar ve hazineyi bular.;bulur;bular;-;irregular_forms
Bir balıkçı ağını her sabah denizden alır.;Bir balıkçı ağını her sabah denizden alar.;alır;alar;-;irregular_forms
Yapılan toplantıda son karar her zaman başkanın olur.;Yapılan toplantıda son karar her zaman başkanın olar.;olur;olar;-;irregular_forms
İstanbul kurye paketleri kapıda hemen verir.;İstanbul kurye paketleri kapıda hemen verer.;verir;verer;-;irregular_forms
Birçok öğrenci sınav kağıdını kontrol edince hatayı görür.;Birçok öğrenci sınav kağıdını kontrol edince hatayı görer.;görür;görer;-;irregular_forms
Bitkiler susuz kaldığında çabucak ölür.;Bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Müşteri sipariş bedelini kapıda nakit olarak verir.;Müşteri sipariş bedelini kapıda nakit olarak verer.;verir;verer;-;irregular_forms  
Her toplantıda her zaman aynı şeyler olur.;Her toplantıda her zaman aynı şeyler olar.;olur;olar;-;irregular_forms  
Büyük kuşlar kış gelince güneye gitmez burada kalır.;Büyük kuşlar kış gelince güneye gitmez burada kalar.;kalır;kalar;-;irregular_forms
DHL kargo şoförü adresi bulunca paketi verir.;DHL kargo şoförü adresi bulunca paketi verer.;verir;verer;-;irregular_forms
Yine yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durur.;Yine yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durar.;durur;durar;-;irregular_forms
1. tren tam zamanında istasyona varır.;1. tren tam zamanında istasyona varar.;varır;varar;-;irregular_forms
Anneannem her pazar bize gelir.;Anneannem her pazar bize geler.;gelir;geler;-;irregular_forms
Bir aşçı yemeğin tadına bakınca bilir.;Bir aşçı yemeğin tadına bakınca biler.;bilir;biler;-;irregular_forms
Özellikle çocuklar dondurmayı çok sevdiği için sık sık alır.;Özellikle çocuklar dondurmayı çok sevdiği için sık sık alar.;alır;alar;-;irregular_forms  
Anne çocuk odasında kaybolan oyuncağı bulur.;Anne çocuk odasında kaybolan oyuncağı bular.;bulur;bular;-;irregular_forms
Son otobüs şehir merkezine her saat başı varır.;Son otobüs şehir merkezine her saat başı varar.;varır;varar;-;irregular_forms
Son toplantıda son karar her zaman başkanın olur.;Son toplantıda son karar her zaman başkanın olar.;olur;olar;-;irregular_forms
Güvenlik görevlisi paketten şüphelenince durur.;Güvenlik görevlisi paketten şüphelenince durar.;durur;durar;-;irregular_forms  
Her annen birkaç saate İstanbul'a varır.;Her annen birkaç saate İstanbul'a varar.;varır;varar;-;irregular_forms
Her futbolcu penaltı atarken topu hep aynı köşeye vurur.;Her futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
O futbolcu penaltı atarken topu hep aynı köşeye vurur.;O futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
Ayrıca güneş görmeyen petunyalar hemen ölür.;Ayrıca güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Genç futbolcu topa sert vurur.;Genç futbolcu topa sert vurar.;vurur;vurar;-;irregular_forms
Yolcu otobüsü terminale tam vaktinde varır.;Yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Şimdi memlekete her döndüğünde ilk iş babaannesini görür.;Şimdi memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Birçok ağaç kışın yapraklarını dökmez ve yeşil kalır.;Birçok ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Her konserde sahneyi iyi görmek için ön sırada durur.;Her konserde sahneyi iyi görmek için ön sırada durar.;durur;durar;-;irregular_forms
Küçük kuşlar sonbaharda göç etmez burada kalır.;Küçük kuşlar sonbaharda göç etmez burada kalar.;kalır;kalar;-;irregular_forms
Yeni postacı her sabah erken gelir.;Yeni postacı her sabah erken geler.;gelir;geler;-;irregular_forms
Çünkü bitkiler susuz kalınca ölür.;Çünkü bitkiler susuz kalınca öler.;ölür;öler;-;irregular_forms
Ve otobüs tam zamanında terminale varır.;Ve otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
İngiliz boksör son darbeyi indirince nakavt olur.;İngiliz boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
Türk bilim insanları mikroskop altında hücreyi görür.;Türk bilim insanları mikroskop altında hücreyi görer.;görür;görer;-;irregular_forms  
Küçük çocuk odasında kaybolan oyuncağı bulur.;Küçük çocuk odasında kaybolan oyuncağı bular.;bulur;bular;-;irregular_forms
Öğrenci sınav kağıdını kontrol edince hatayı görür.;Öğrenci sınav kağıdını kontrol edince hatayı görer.;görür;görer;-;irregular_forms
2 otobüs tam zamanında terminale varır.;2 otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
Genç polis şüpheliyi görünce hemen vurur.;Genç polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
Bütün polisler şüpheli bir aracı görünce hemen durur.;Bütün polisler şüpheli bir aracı görünce hemen durar.;durur;durar;-;irregular_forms
Bütün yolcular terminale aynı anda varır.;Bütün yolcular terminale aynı anda varar.;varır;varar;-;irregular_forms
Küçük çocuk odasında kaybolan anahtarı dolabın üstünde bulur.;Küçük çocuk odasında kaybolan anahtarı dolabın üstünde bular.;bulur;bular;-;irregular_forms  
Kargo şoförü adresi bulunca paketi verir.;Kargo şoförü adresi bulunca paketi verer.;verir;verer;-;irregular_forms
Diğer misafirler akşam yemeğine gelir.;Diğer misafirler akşam yemeğine geler.;gelir;geler;-;irregular_forms
3. kütüphaneden ödünç aldığı kitapları zamanında geri verir.;3. kütüphaneden ödünç aldığı kitapları zamanında geri verer.;verir;verer;-;irregular_forms
Bir annen birkaç saate İstanbul'a varır.;Bir annen birkaç saate İstanbul'a varar.;varır;varar;-;irregular_forms
İki çocuk kaybolan köpeğini parkta bulur.;İki çocuk kaybolan köpeğini parkta bular.;bulur;bular;-;irregular_forms
Her öğrenci sınav kağıdını kontrol edince hatayı görür.;Her öğrenci sınav kağıdını kontrol edince hatayı görer.;görür;görer;-;irregular_forms
Genç müzisyen kalabalığı her akşam görür.;Genç müzisyen kalabalığı her akşam görer.;görür;görer;-;irregular_forms
Sabah postacı her sabah erken gelir.;Sabah postacı her sabah erken geler.;gelir;geler;-;irregular_forms
Son tren tam zamanında istasyona varır.;Son tren tam zamanında istasyona varar.;varır;varar;-;irregular_forms
İki yolcu otobüsü terminale tam vaktinde varır.;İki yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Ayrıca kargo şoförü adresi bulunca paketi verir.;Ayrıca kargo şoförü adresi bulunca paketi verer.;verir;verer;-;irregular_forms
Kuşlar kış gelince güneye gitmez burada kalır.;Kuşlar kış gelince güneye gitmez burada kalar.;kalır;kalar;-;irregular_forms
Doktor hastanın durumunu kontrol edince görür.;Doktor hastanın durumunu kontrol edince görer.;görür;görer;-;irregular_forms
Oda odasında kaybolan çorabı yatağın altında bulur.;Oda odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
Bir balıkçı ağını yavaşça denizden alır.;Bir balıkçı ağını yavaşça denizden alar.;alır;alar;-;irregular_forms
Çocuklar her hafta bizimle okey oynamaya gelir.;Çocuklar her hafta bizimle okey oynamaya geler.;gelir;geler;-;irregular_forms
2. uçak yoğun sis nedeniyle muhtemelen geç varır.;2. uçak yoğun sis nedeniyle muhtemelen geç varar.;varır;varar;-;irregular_forms  
Son yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Son yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Ancak bitkiler susuz kaldığında çabucak ölür.;Ancak bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Ünlü boksör son darbeyi indirince nakavt olur.;Ünlü boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
Gomez serbest vuruşta nihayet topu ağlara vurur.;Gomez serbest vuruşta nihayet topu ağlara vurar.;vurur;vurar;-;irregular_forms
Baba çocuk odasında kaybolan anahtarı dolabın üstünde bulur.;Baba çocuk odasında kaybolan anahtarı dolabın üstünde bular.;bulur;bular;-;irregular_forms  
Şef yemeğin tadına bakınca eksikleri bilir.;Şef yemeğin tadına bakınca eksikleri biler.;bilir;biler;-;irregular_forms
Doktor doktor hastayı muayene edince görür.;Doktor doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
Ancak güvenlik görevlisi paketten şüphelenince durur.;Ancak güvenlik görevlisi paketten şüphelenince durar.;durur;durar;-;irregular_forms  
Hakan her hafta bizimle okey oynamaya gelir.;Hakan her hafta bizimle okey oynamaya geler.;gelir;geler;-;irregular_forms
Fakat şef yemeğin tadına bakınca eksikleri bilir.;Fakat şef yemeğin tadına bakınca eksikleri biler.;bilir;biler;-;irregular_forms
Bu yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Bu yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Ayrıca bitkiler susuz kaldığında çabucak ölür.;Ayrıca bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Doktor hastayı muayene edince görür.;Doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
Bu bitkiler susuz kaldığında çabucak ölür.;Bu bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Ve yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Ve yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Yunan futbolcu penaltı atarken topa sert vurur.;Yunan futbolcu penaltı atarken topa sert vurar.;vurur;vurar;-;irregular_forms
Mehmet her hafta bizimle okey oynamaya gelir.;Mehmet her hafta bizimle okey oynamaya geler.;gelir;geler;-;irregular_forms
