good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Kız arkadaşım bana doğum günü hediyesi aldı.;Kız arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Şirket personeline yeni projeler verdi.;Şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Arkadaşım bana konser bileti aldı.;Arkadaşım beni konser bileti aldı.;bana;beni;aldı;argument_structure;ditransitive
Alınan yanlış kararlar halkı adaletsizliğe mahkum etti.;Alınan yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Belki sana bu konudaki fikirlerinden bahsetmiştir.;Belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Facebook arkadaşım bana yılbaşı hediyesi aldı.;Facebook arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Ana antrenör atletlere beslenme planı hazırladı.;Ana antrenör atletleri beslenme planı hazırladı.;atletlere;atletleri;hazırladı;argument_structure;ditransitive
Bir arkadaşım bana konser bileti aldı.;Bir arkadaşım beni konser bileti aldı.;bana;beni;aldı;argument_structure;ditransitive
Bizim oğlum bisikleti arkadaşına ödünç verdi.;Bizim oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
Uzman antrenör sporculara antrenman programı hazırladı.;Uzman antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
Sonra manav bize en taze meyvelerden ayırdı.;Sonra manav bizi en taze meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Yapılan yanlış politikalar halkı yoksulluğa mahkum etti.;Yapılan yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Bir garson misafirlere tatlıları servis etti.;Bir garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Sonra ayakkabılarını çıkarıp paltosunu girişteki vestiyere astı.;Sonra ayakkabılarını çıkarıp paltosuna girişteki vestiyere astı.;paltosunu;paltosuna;astı;argument_structure;ditransitive
Anne dedem bana devrimci anılarını anlattı.;Anne dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Hatta annem abime yeni bir defter aldı.;Hatta annem abimi yeni bir defter aldı.;abime;abimi;aldı;argument_structure;ditransitive
Arkadaşım bana yılbaşı hediyesi aldı.;Arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Ve babam yeni saatini bana verdi.;Ve babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Yüz yıllardır kendini sadece sanatına adamış.;Yüz yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
20 şirket personeline yeni projeler verdi.;20 şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Bugün doğum günüm diye garson bana limonata ısmarladı.;Bugün doğum günüm diye garson beni limonata ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Baba halam bana el örgüsü bir kazak hediye etti.;Baba halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Kız kuzenim köpeği parka götürdü.;Kız kuzenim köpeğe parka götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Yakın arkadaşım bana yeni bir film önerdi.;Yakın arkadaşım benle yeni bir film önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Ben üzerime koca bir bardak çayı döktüm.;Ben üzerimde koca bir bardak çayı döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
6 çocuk annesine yeni bir şarkı söyledi.;6 çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Bu şirket çalışanlarına yeni görevler verdi.;Bu şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Sonra kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.;Sonra kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.;mezgiti;mezgite;bulayın;argument_structure;ditransitive
Ve babam bugün parkta lise öğretmenime rastlamış.;Ve babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
Öncelikle kılçıklarını temizlediğiniz balığı pane ununa bulayın.;Öncelikle kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Yine dün gece oğlanı apar topar hastaneye götürdük.;Yine dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Kız arkadaşım bana yeni bir dizi önerdi.;Kız arkadaşım benle yeni bir dizi önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Eski komşumuz bize taze sebze getirdi.;Eski komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
8 çocuk annesine yeni bir şarkı söyledi.;8 çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Şimdi babam yeni telefonunu bana verdi.;Şimdi babam yeni telefonuna bana verdi.;telefonunu;telefonuna;verdi;argument_structure;ditransitive
Bir manav bize en taze meyvelerden ayırdı.;Bir manav bizi en taze meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Sonra annem kekin içine biraz tarçın koyar.;Sonra annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Teknik antrenör atletlere beslenme planı hazırladı.;Teknik antrenör atletleri beslenme planı hazırladı.;atletlere;atletleri;hazırladı;argument_structure;ditransitive
Güzel teyzem oyuncakları çocuklara dağıttı.;Güzel teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Herkes ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Herkes ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Dedem bana devrimci anılarını anlattı.;Dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Müdür asistanı belgeleri masasına getirdi.;Müdür asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
Bir takı töreninde geline burma bilezik taktılar.;Bir takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
Ana dedem torunlarına masallar anlattı.;Ana dedem torunlarını masallar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Eski arkadaşım bana yılbaşı hediyesi aldı.;Eski arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Sonra doğum günüm diye barmen bana bira ısmarladı.;Sonra doğum günüm diye barmen beni bira ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Öğrenciler evlerinin arka bahçesine elma ağacı dikmişler.;Öğrenciler evlerinin arka bahçesinden elma ağacı dikmişler.;arka bahçesine;arka bahçesinden;dikmişler;argument_structure;ditransitive
Usta yönetmen oyunculara son talimatları verdi.;Usta yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Ve üzerime koca bir fincan kahveyi döktüm.;Ve üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Ama babam yeni saatini bana verdi.;Ama babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Ben kuzenim köpeği parka götürdü.;Ben kuzenim köpeğe parka götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Sabah babam yeni telefonunu bana verdi.;Sabah babam yeni telefonuna bana verdi.;telefonunu;telefonuna;verdi;argument_structure;ditransitive
Çocuk babasına başka bir şiir okudu.;Çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Üzerime koca bir fincan kahveyi döktüm.;Üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Yazar belki sana bu konudaki fikirlerinden bahsetmiştir.;Yazar belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Bugün yönetmen oyunculara son talimatları verdi.;Bugün yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Böylece dün gece kızı apar topar kliniğe götürdük.;Böylece dün gece kıza apar topar kliniğe götürdük.;kızı;kıza;götürdük;argument_structure;ditransitive
Facebook arkadaşım bana yeni bir film önerdi.;Facebook arkadaşım benle yeni bir film önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Kadın ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Kadın ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Yazar belki size bu konudaki düşüncelerinden bahsetmiştir.;Yazar belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Arkadaşım bana yeni bir kitap önerdi.;Arkadaşım beni yeni bir kitap önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Adam yıllardır kendini sadece işine adamış.;Adam yıllardır kendinden sadece işine adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Ve kuzenim kediyi bahçeye götürdü.;Ve kuzenim kediye bahçeye götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Ben bu ödülü düzen bozan kadınlara ithaf ediyorum.;Ben bu ödüle düzen bozan kadınlara ithaf ediyorum.;ödülü;ödüle;ithaf ediyorum;argument_structure;ditransitive
Erkek ayakkabılarını çıkarıp paltosunu girişteki vestiyere astı.;Erkek ayakkabılarını çıkarıp paltosuna girişteki vestiyere astı.;paltosunu;paltosuna;astı;argument_structure;ditransitive
Bir kasap bana en iyi biftekten ayırdı.;Bir kasap beni en iyi biftekten ayırdı.;bana;beni;ayırdı;argument_structure;ditransitive
Ünlü yönetmen sanatçılara rollerini dağıttı.;Ünlü yönetmen sanatçıları rollerini dağıttı.;sanatçılara;sanatçıları;dağıttı;argument_structure;ditransitive
Türk anne bebeğine sütü biberonla verdi.;Türk anne bebeğini sütü biberonla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Bunu halam bana eldiven hediye etti.;Bunu halam beni eldiven hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Genç öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.;Genç öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.;öğrencilere;öğrencileri;nasihat etti;argument_structure;ditransitive
Size bu ödülü düzen bozan kadınlara ithaf ediyorum.;Size bu ödüle düzen bozan kadınlara ithaf ediyorum.;ödülü;ödüle;ithaf ediyorum;argument_structure;ditransitive
Ben kız kardeşim köpeği komşuya götürdü.;Ben kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Bir arkadaşım bana son gelişmeleri anlattı.;Bir arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Sonra oğlum topu arkadaşına ödünç verdi.;Sonra oğlum topla arkadaşına ödünç verdi.;topu;topla;ödünç verdi;argument_structure;ditransitive
Sonra kasap bana en güzel etlerden ayırdı.;Sonra kasap beni en güzel etlerden ayırdı.;bana;benle;ayırdı;argument_structure;ditransitive
Yönetici asistanı dosyaları masasına getirdi.;Yönetici asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
5 çocuk annesine yeni bir şarkı söyledi.;5 çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
İki çocuk babasına başka bir şiir okudu.;İki çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Eski dedem bana eski hikayeler anlattı.;Eski dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Genç çocuk dedesine en sevdiği kitabı verdi.;Genç çocuk dedesini en sevdiği kitabı verdi.;dedesine;dedesini;verdi;argument_structure;ditransitive
Bugün arkadaşım bana konser bileti aldı.;Bugün arkadaşım beni konser bileti aldı.;bana;beni;aldı;argument_structure;ditransitive
İki küçük çocuk annesine vitrindeki oyuncağı gösterdi.;İki küçük çocuk annesini vitrindeki oyuncağı gösterdi.;annesine;annesini;gösterdi;argument_structure;ditransitive
Japon anne bebeğine sütü biberonla verdi.;Japon anne bebeğini sütü biberonla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Bu yanlış politikalar halkı yoksulluğa mahkum etti.;Bu yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Daha dün gece kızı apar topar kliniğe götürdük.;Daha dün gece kıza apar topar kliniğe götürdük.;kızı;kıza;götürdük;argument_structure;ditransitive
Sevgili arkadaşım bana en son haberleri verdi.;Sevgili arkadaşım beni en son haberleri verdi.;bana;beni;verdi;argument_structure;ditransitive
Ayrıca gelin gerdanlığı kayınvalidesine hediye etti.;Ayrıca gelin gerdanlığa kayınvalidesine hediye etti.;gerdanlığı;gerdanlığa;hediye etti;argument_structure;ditransitive
Japon anne bebeğine mamasını kaşıkla verdi.;Japon anne bebeğini mamasını kaşıkla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Büyük manav bize en taze meyvelerden ayırdı.;Büyük manav bizi en taze meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Benim kız kardeşim kediyi veterinere götürdü.;Benim kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Facebook arkadaşım bana son gelişmeleri anlattı.;Facebook arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Bunlar evlerinin bahçesine zeytin ağacı dikmişler.;Bunlar evlerinin bahçesinden zeytin ağacı dikmişler.;bahçesine;bahçesinden;dikmişler;argument_structure;ditransitive
Bu anne bebeğine sütü biberonla verdi.;Bu anne bebeğini sütü biberonla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Ve dedem torunlarına masallar anlattı.;Ve dedem torunlarını masallar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Sonra annem kekin içine biraz tarçın koyar.;Sonra annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Erkek arkadaşım bana konser bileti aldı.;Erkek arkadaşım beni konser bileti aldı.;bana;beni;aldı;argument_structure;ditransitive
Vali asistanı belgeleri masasına getirdi.;Vali asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
Sevgili kuzenim kediyi bahçeye götürdü.;Sevgili kuzenim kediye bahçeye götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Ayşe teyzem oyuncakları çocuklara dağıttı.;Ayşe teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Çok yıllardır kendini sadece sanatına adamış.;Çok yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Türk anne bebeğine mamasını kaşıkla verdi.;Türk anne bebeğini mamasını kaşıkla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Genç kasap bana en güzel etlerden ayırdı.;Genç kasap beni en güzel etlerden ayırdı.;bana;benle;ayırdı;argument_structure;ditransitive
Dün komşumuz bize taze sebze getirdi.;Dün komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Sonra küçük çocuk annesine vitrindeki oyuncağı gösterdi.;Sonra küçük çocuk annesini vitrindeki oyuncağı gösterdi.;annesine;annesini;gösterdi;argument_structure;ditransitive
Öncelikle bu ödülü düzen bozan kadınlara ithaf ediyorum.;Öncelikle bu ödüle düzen bozan kadınlara ithaf ediyorum.;ödülü;ödüle;ithaf ediyorum;argument_structure;ditransitive
Asistanı dosyaları masasına getirdi.;Asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Yönetmen oyunculara rollerini dağıttı.;Yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Baba dedem bana eski hikayeler anlattı.;Baba dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Sonra annem pastanın üstüne biraz çikolata koyar.;Sonra annem pastanın üstünü biraz çikolata koyar.;üstüne;üstünü;koyar;argument_structure;ditransitive
Bir dedem torunlarına fıkralar anlattı.;Bir dedem torunlarını fıkralar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
İşte dün gece kızı apar topar kliniğe götürdük.;İşte dün gece kıza apar topar kliniğe götürdük.;kızı;kıza;götürdük;argument_structure;ditransitive
İşte yanlış kararlar halkı adaletsizliğe mahkum etti.;İşte yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Doktor asistanı dosyaları masasına getirdi.;Doktor asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
3 öğretmen öğrencilere yeni konuyu anlattı.;3 öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Yine annem abime yeni bir defter aldı.;Yine annem abimi yeni bir defter aldı.;abime;abimi;aldı;argument_structure;ditransitive
Ancak yanlış politikalar halkı yoksulluğa mahkum etti.;Ancak yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
İki antrenör takıma farklı stratejiler öğretti.;İki antrenör takımı farklı stratejiler öğretti.;takıma;takımı;öğretti;argument_structure;ditransitive
Küçük kasap bana en güzel etlerden ayırdı.;Küçük kasap beni en güzel etlerden ayırdı.;bana;benle;ayırdı;argument_structure;ditransitive
Yeni antrenör sporculara yeni taktikler öğretti.;Yeni antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Kız arkadaşım bana yılbaşı hediyesi aldı.;Kız arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Küçük gelin altın bileziği görümcesine hediye etti.;Küçük gelin altın bilezikle görümcesine hediye etti.;bileziği;bilezikle;hediye etti;argument_structure;ditransitive
Şimdi bu ödülü düzen bozan kadınlara ithaf ediyorum.;Şimdi bu ödüle düzen bozan kadınlara ithaf ediyorum.;ödülü;ödüle;ithaf ediyorum;argument_structure;ditransitive
Öğretmen öğrencilere yeni şarkıyı öğretti.;Öğretmen öğrencileri yeni şarkıyı öğretti.;öğrencilere;öğrencileri;öğretti;argument_structure;ditransitive
Bir yazar okurlarına yeni kitabını tanıttı.;Bir yazar okurlarını yeni kitabını tanıttı.;okurlarına;okurlarını;tanıttı;argument_structure;ditransitive
Adam ayakkabılarını çıkarıp paltosunu girişteki vestiyere astı.;Adam ayakkabılarını çıkarıp paltosuna girişteki vestiyere astı.;paltosunu;paltosuna;astı;argument_structure;ditransitive
Arkadaşım bana en son haberleri verdi.;Arkadaşım beni en son haberleri verdi.;bana;beni;verdi;argument_structure;ditransitive
En küçükken ekmeğimi hep çorbaya banardım.;En küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Eski dedem bana devrimci anılarını anlattı.;Eski dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Baba teyzem oyuncakları çocuklara dağıttı.;Baba teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Ardından garson müşterilere yemekleri servis etti.;Ardından garson müşterileri yemekleri servis etti.;müşterilere;müşterileri;servis etti;argument_structure;ditransitive
Mutlu dileklerini yazdığı kağıdı bir ağacın dalına bağladı.;Mutlu dileklerini yazdığı kağıda bir ağacın dalına bağladı.;kağıdı;kağıda;bağladı;argument_structure;ditransitive
Sonra dedem bana eski hikayeler anlattı.;Sonra dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Sabah annem kardeşime yeni bir kitap aldı.;Sabah annem kardeşimi yeni bir kitap aldı.;kardeşime;kardeşimi;aldı;argument_structure;ditransitive
Ünlü yönetmen ekibine son direktifleri verdi.;Ünlü yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti.;Yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Sevgili kız kardeşim kediyi veterinere götürdü.;Sevgili kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Büyük kız kardeşim köpeği komşuya götürdü.;Büyük kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Güzel kız ablasına hediyeyi hiç beklemeden verdi.;Güzel kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Kız arkadaşım bana doğum günü hediyesi aldı.;Kız arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Bir komşumuz bize taze sebze getirdi.;Bir komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Daha küçükken ekmeğimi hep salatanın suyuna banardım.;Daha küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Facebook arkadaşım bana en son haberleri verdi.;Facebook arkadaşım beni en son haberleri verdi.;bana;beni;verdi;argument_structure;ditransitive
Dün halam bana el örgüsü bir kazak hediye etti.;Dün halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
En küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.;En küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.;teyzesine;teyzesini;gösterdi;argument_structure;ditransitive
Yine dedem bana eski hikayeler anlattı.;Yine dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Tüm yanlış politikalar halkı yoksulluğa mahkum etti.;Tüm yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Dün dedem bana eski hikayeler anlattı.;Dün dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Hakim asistanı dosyaları masasına getirdi.;Hakim asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Baba dedem torunlarına masallar anlattı.;Baba dedem torunlarını masallar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Ardından ayakkabılarını çıkarıp paltosunu girişteki vestiyere astı.;Ardından ayakkabılarını çıkarıp paltosuna girişteki vestiyere astı.;paltosunu;paltosuna;astı;argument_structure;ditransitive
Her antrenör takıma farklı stratejiler öğretti.;Her antrenör takımı farklı stratejiler öğretti.;takıma;takımı;öğretti;argument_structure;ditransitive
İki küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.;İki küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.;teyzesine;teyzesini;gösterdi;argument_structure;ditransitive
Kendisi yıllardır kendini sadece sanatına adamış.;Kendisi yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Bugün doğum günüm diye barmen bana bira ısmarladı.;Bugün doğum günüm diye barmen beni bira ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Türk şair dinleyicilerine yeni şiir kitabını tanıttı.;Türk şair dinleyicilerini yeni şiir kitabını tanıttı.;dinleyicilerine;dinleyicilerini;tanıttı;argument_structure;ditransitive
Bugün komşumuz bize taze sebze getirdi.;Bugün komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Ardından üzerime koca bir bardak çayı döktüm.;Ardından üzerimde koca bir bardak çayı döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Annem pastanın üstüne biraz çikolata koyar.;Annem pastanın üstünü biraz çikolata koyar.;üstüne;üstünü;koyar;argument_structure;ditransitive
Önce annem kekin içine biraz tarçın koyar.;Önce annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Küçükken ekmeğimi hep salatanın suyuna banardım.;Küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Sonra yönetmen oyunculara rollerini dağıttı.;Sonra yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Sonra mahalledeki çocuklar evin camına yine taş atıyor.;Sonra mahalledeki çocuklar evin camını yine taş atıyor.;camına;camını;atıyor;argument_structure;ditransitive
O kız arkadaşına çikolatayı hiç düşünmeden verdi.;O kız arkadaşından çikolatayı hiç düşünmeden verdi.;arkadaşına;arkadaşından;verdi;argument_structure;ditransitive
Eski halam bana el örgüsü bir kazak hediye etti.;Eski halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Anne babam bugün parkta lise öğretmenime rastlamış.;Anne babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
Başkan asistanı dosyaları masasına getirdi.;Başkan asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Ünlü garson misafirlere tatlıları servis etti.;Ünlü garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Bir arkadaşım bana doğum günü hediyesi aldı.;Bir arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağladı.;Dileklerini yazdığı karta bir ağacın dalına bağladı.;kartı;karta;bağladı;argument_structure;ditransitive
Önce kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.;Önce kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.;mezgiti;mezgite;bulayın;argument_structure;ditransitive
Yeni gelin gerdanlığı kayınvalidesine hediye etti.;Yeni gelin gerdanlığa kayınvalidesine hediye etti.;gerdanlığı;gerdanlığa;hediye etti;argument_structure;ditransitive
Yine annem kekin içine biraz tarçın koyar.;Yine annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Küçük dileklerini yazdığı kağıdı bir ağacın dalına bağladı.;Küçük dileklerini yazdığı kağıda bir ağacın dalına bağladı.;kağıdı;kağıda;bağladı;argument_structure;ditransitive
Bugün bu ödülü düzen bozan kadınlara ithaf ediyorum.;Bugün bu ödüle düzen bozan kadınlara ithaf ediyorum.;ödülü;ödüle;ithaf ediyorum;argument_structure;ditransitive
Burada garson misafirlere tatlıları servis etti.;Burada garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Sonra yönetmen ekibine son direktifleri verdi.;Sonra yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Takı töreninde geline burma bilezik taktılar.;Takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
O kız ablasına hediyeyi hiç beklemeden verdi.;O kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Yapılan yanlış politikalar halkı yoksulluğa mahkum etti.;Yapılan yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Sonra dedem torunlarına fıkralar anlattı.;Sonra dedem torunlarını fıkralar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
