good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Eski müdürün yeni kararları açıkladığını bildirdi.;Eski müdürün açıkladığını yeni kararları bildirdi.;yeni kararları açıkladığını;açıkladığını yeni kararları;-;scrambling
Burada garsonun siparişi yanlış getirdiğini fark ettik.;Burada garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Biz okul müdürünün öğrencileri azarlamasına inanamadık.;Biz okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Kız kuzenimin yeni telefonunu kaybettiğini söyledi.;Kız kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Uzman teknisyenlerin sistemi yenilediğini açıkladılar.;Uzman teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Küçük kızım oyuncağını bozmasına üzüldü.;Küçük kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
Sonra annemin yemeği yaktığını geç fark ettim.;Sonra annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Eski babaaannem üniversiteyi kazanmana çok sevinmiş.;Eski babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Kaptanın rotayı değiştirdiğini anons etti.;Kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Ve her fırsatta işini çok sevdiğini söyler.;Ve her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
Yüksek yöneticinin kararı ertelediğini ilan etti.;Yüksek yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Ama çalışan antika vazoyu kırdığını itiraf etti.;Ama çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Arkadaşlar sizin de açılışa katılmanızı çok isteriz.;Arkadaşlar sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Ayrıca çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Ayrıca çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
İki adamın cüzdanını düşürdüğünü gördüm.;İki adamın düşürdüğünü cüzdanını gördüm.;cüzdanını düşürdüğünü;düşürdüğünü cüzdanını;-;scrambling  
Ve i̇şçilerin duvarı örmesini izledik.;Ve i̇şçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Ve müdürün projeyi onayladığını duydum.;Ve müdürün onayladığını projeyi duydum.;projeyi onayladığını;onayladığını projeyi;-;scrambling  
Fakat polislerin hırsızın izini sürdüğünü duyduk.;Fakat polislerin sürdüğünü hırsızın izini duyduk.;hırsızın izini sürdüğünü;sürdüğünü hırsızın izini;-;scrambling
Teknisyenlerin sistemi yenilediğini açıkladılar.;Teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Bütün çocukların topu kaçırdığını gördük.;Bütün çocukların kaçırdığını topu gördük.;topu kaçırdığını;kaçırdığını topu;-;scrambling  
Ayrıca okulun önünde çocukların karnelerini almasını bekliyoruz.;Ayrıca okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
İç mimarın proje için gerekli izinleri aldığını öğrendik.;İç mimarın aldığını proje için gerekli izinleri öğrendik.;proje için gerekli izinleri aldığını;aldığını proje için gerekli izinleri;-;scrambling
Ve teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.;Ve teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.;fabrikadaki arızayı giderdiğini;giderdiğini fabrikadaki arızayı;-;scrambling
Ben kardeşimin bisikleti tamir ettiğini biliyorum.;Ben kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Küçük çocuğun camı kırdığını kimse görmedi.;Küçük çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Bu adamın yalan söylediğini anladık.;Bu adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Bugün komşumuzun çitleri boyadığını fark ettim.;Bugün komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Bir görevlinin evrakları kaybettiğini öğrendik.;Bir görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
O yazarın yeni romanını bitirdiğini söyledi.;O yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Yalnız kardeşimin bisikleti tamir ettiğini biliyorum.;Yalnız kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Ardından kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Ardından kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Ama doktorun ilacı yazdığını unutmuş.;Ama doktorun yazdığını ilacı unutmuş.;ilacı yazdığını;yazdığını ilacı;-;scrambling  
Müslüman kardeşinin doğruyu söylediğine inanıyor.;Müslüman kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Küçük çocukların duvarı boyadığını gördüm.;Küçük çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Ama ufaklığın ödevlerini bitirmesine sevindim.;Ama ufaklığın bitirmesine ödevlerini sevindim.;ödevlerini bitirmesine;bitirmesine ödevlerini;-;scrambling  
Yine hep birlikte arabanın çıkarılmasına yardım ettik.;Yine hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Fenerbahçe kaptanın rotayı değiştirdiğini duyurdu.;Fenerbahçe kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Ben her fırsatta işini çok sevdiğini söyler.;Ben her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
Burada çocukların duvarı boyadığını gördüm.;Burada çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Ve müdür yardımcısının evrakları imzaladığını duydum.;Ve müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Küçük kızın şarkıyı yanlış söylemesine güldü.;Küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
3 teknisyenin arızayı giderdiğini müjdeledi.;3 teknisyenin giderdiğini arızayı müjdeledi.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Ve polislerin hırsızın izini sürdüğünü duyduk.;Ve polislerin sürdüğünü hırsızın izini duyduk.;hırsızın izini sürdüğünü;sürdüğünü hırsızın izini;-;scrambling
Eski müdürün raporu imzaladığını duydum.;Eski müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Şirket yolcuların valizlerini kaybettiğini duyurdu.;Şirket yolcuların kaybettiğini valizlerini duyurdu.;valizlerini kaybettiğini;kaybettiğini valizlerini;-;scrambling  
Patronu arayıp bacağını kırdığını haber verdi.;Patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Sadece otelde çarşafların değiştirildiğine emin olamadık.;Sadece otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
O görevlinin evrakları kaybettiğini öğrendik.;O görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
Kadın kızın kedisini sevmesine izin verdi.;Kadın kızın sevmesine kedisini izin verdi.;kedisini sevmesine;sevmesine kedisini;-;scrambling 
O küçük kızın şarkıyı yanlış söylemesine güldü.;O küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Genç i̇şçilerin duvarı örmesini izledik.;Genç i̇şçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Biz öğretmenin soruları yanıtlamasını bekledik.;Biz öğretmenin yanıtlamasını soruları bekledik.;soruları yanıtlamasını;yanıtlamasını soruları;-;scrambling
Ancak görevlinin evrakları kaybettiğini öğrendik.;Ancak görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
Bu öğrencinin kitabı unuttuğunu fark ettim.;Bu öğrencinin unuttuğunu kitabı fark ettim.;kitabı unuttuğunu;unuttuğunu kitabı;-;scrambling  
Ama garsonun müşterinin siparişini unuttuğunu fark ettik.;Ama garsonun unuttuğunu müşterinin siparişini fark ettik.;müşterinin siparişini unuttuğunu;unuttuğunu müşterinin siparişini;-;scrambling
Bugün polislerin hırsızın izini sürdüğünü duyduk.;Bugün polislerin sürdüğünü hırsızın izini duyduk.;hırsızın izini sürdüğünü;sürdüğünü hırsızın izini;-;scrambling
Büyük kuzenimin yeni telefonunu kaybettiğini söyledi.;Büyük kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Anne kardeşimin bisikleti çaldığını itiraf etti.;Anne kardeşimin çaldığını bisikleti itiraf etti.;bisikleti çaldığını;çaldığını bisikleti;-;scrambling  
Kadın kuzenimin yeni telefonunu kaybettiğini söyledi.;Kadın kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Sonra eylemcilerin alanı temizlediğini gördük.;Sonra eylemcilerin temizlediğini alanı gördük.;alanı temizlediğini;temizlediğini alanı;-;scrambling
Ancak müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Ancak müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Ve bebeğe mamasını yedirdiğini gördük.;Ve bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Kadın doktorun ilacı yazdığını unutmuş.;Kadın doktorun yazdığını ilacı unutmuş.;ilacı yazdığını;yazdığını ilacı;-;scrambling  
Adam seni dışarıya çıkmaya ikna etmiş sonunda.;Adam seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
2 teknisyenin arızayı giderdiğini açıkladı.;2 teknisyenin giderdiğini arızayı açıkladı.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Bir adamın cep telefonunu düşürdüğünü gördüm.;Bir adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Yeni komşumuzun çitleri boyadığını fark ettim.;Yeni komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Bir garsonun siparişi yanlış getirdiğini fark ettik.;Bir garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Genç kızın kedisini sevmesine izin verdi.;Genç kızın sevmesine kedisini izin verdi.;kedisini sevmesine;sevmesine kedisini;-;scrambling 
Bütün çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Bütün çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
Tüm adayların görüşmeleri başarıyla tamamladığını duydum.;Tüm adayların başarıyla tamamladığını görüşmeleri duydum.;görüşmeleri başarıyla tamamladığını;başarıyla tamamladığını görüşmeleri;-;scrambling
Bana her fırsatta işini çok sevdiğini söyler.;Bana her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
Ve garsonun müşterinin siparişini unuttuğunu fark ettik.;Ve garsonun unuttuğunu müşterinin siparişini fark ettik.;müşterinin siparişini unuttuğunu;unuttuğunu müşterinin siparişini;-;scrambling
Bir teyzenin balkondaki çiçekleri suladığını gördüm.;Bir teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Yeni okul müdürünün öğrencileri azarlamasına inanamadık.;Yeni okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Ancak garsonun siparişi yanlış getirdiğini fark ettik.;Ancak garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Bir hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.;Bir hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.;okul bahçesindeki ağaçları suladığını;suladığını okul bahçesindeki ağaçları;-;scrambling
Bir çocuğun bardağı kırdığını kimse görmedi.;Bir çocuğun kırdığını bardağı kimse görmedi.;bardağı kırdığını;kırdığını bardağı;-;scrambling  
Bir kardeşimin anahtarları kaybettiğini anladık.;Bir kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Bu mimarın proje için gerekli izinleri aldığını öğrendik.;Bu mimarın aldığını proje için gerekli izinleri öğrendik.;proje için gerekli izinleri aldığını;aldığını proje için gerekli izinleri;-;scrambling
Bazı öğrencilerin barikatı aşmasını izledim.;Bazı öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Mustafa her sabah aynı fırından ekmek aldığını söyledi.;Mustafa her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
Ve adamın yalan söylediğini anladık.;Ve adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Ben annemin pastayı yaptığını sanıyordum.;Ben annemin yaptığını pastayı sanıyordum.;pastayı yaptığını;yaptığını pastayı;-;scrambling  
Bir mimarın projeyi değiştirdiğini öğrendik.;Bir mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
3 yönetici maaşları ödediğini söyledi.;3 yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Bir babaaannem üniversiteyi kazanmana çok sevinmiş.;Bir babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Sevgili kardeşimin bisikleti tamir ettiğini biliyorum.;Sevgili kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Uçak yolcuların valizlerini kaybettiğini duyurdu.;Uçak yolcuların kaybettiğini valizlerini duyurdu.;valizlerini kaybettiğini;kaybettiğini valizlerini;-;scrambling  
Başbakan i̇şçilerin greve çıkacağını haber verdi.;Başbakan i̇şçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Belediye belediye başkanının şehir planını revize ettiğini açıkladı.;Belediye belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
Da çalışanların şikayetleri dinlemesini söyledi.;Da çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Burada garsonun müşterinin siparişini unuttuğunu fark ettik.;Burada garsonun unuttuğunu müşterinin siparişini fark ettik.;müşterinin siparişini unuttuğunu;unuttuğunu müşterinin siparişini;-;scrambling
İşçilerin bahçedeki ağacı budamasını izlediler.;İşçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
4 yönetici maaşları ödediğini söyledi.;4 yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Diğer i̇şçilerin bahçedeki ağacı budamasını izlediler.;Diğer i̇şçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
Ama garsonun siparişi yanlış getirdiğini fark ettik.;Ama garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Ardından öğrencilerin deney tüplerini kırdığını duydum.;Ardından öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Ardından patronu arayıp bacağını kırdığını haber verdi.;Ardından patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Ben sizin de açılışa katılmanızı çok isteriz.;Ben sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Çocuklar öğretmenin soruyu yanıtlamasını dinlediler.;Çocuklar öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Ardından garsonun siparişi yanlış getirdiğini fark ettik.;Ardından garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Sonra öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Sonra öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
İşçilerin greve çıkacağını haber verdi.;İşçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Bir çocuğun camı kırdığını kimse görmedi.;Bir çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Burada i̇şçilerin duvarı örmesini izledik.;Burada i̇şçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Bu çocuğun camı kırdığını kimse görmedi.;Bu çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Yolcuların valizlerini kaybettiğini duyurdu.;Yolcuların kaybettiğini valizlerini duyurdu.;valizlerini kaybettiğini;kaybettiğini valizlerini;-;scrambling  
Bir kuzenimin yeni telefonunu kaybettiğini söyledi.;Bir kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Biz garsonun müşterinin siparişini unuttuğunu fark ettik.;Biz garsonun unuttuğunu müşterinin siparişini fark ettik.;müşterinin siparişini unuttuğunu;unuttuğunu müşterinin siparişini;-;scrambling
Burada çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Burada çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
Diğer öğrencilerin deney tüplerini kırdığını duydum.;Diğer öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
5 yönetici maaşları ödediğini söyledi.;5 yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Baş müdürün kararı açıkladığını duydum.;Baş müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Yalnız annemin yemeği yaktığını geç fark ettim.;Yalnız annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Telekom canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Telekom canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Bazı öğrencilerin deney tüplerini kırdığını duydum.;Bazı öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Ama çocuğun köpeğini sevmesine izin verdi.;Ama çocuğun sevmesine köpeğini izin verdi.;köpeğini sevmesine;sevmesine köpeğini;-;scrambling  
Usta mimarın projeyi değiştirdiğini öğrendik.;Usta mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
Burada çalışan antika vazoyu kırdığını itiraf etti.;Burada çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Ben arkadaşımın arabasını sattığını öğrendim.;Ben arkadaşımın sattığını arabasını öğrendim.;arabasını sattığını;sattığını arabasını;-;scrambling  
TFF kaptanın rotayı değiştirdiğini duyurdu.;TFF kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Birçok çalışan antika vazoyu kırdığını itiraf etti.;Birçok çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Müşterinin faturayı ödediğini söylediler.;Müşterinin ödediğini faturayı söylediler.;faturayı ödediğini;ödediğini faturayı;-;scrambling  
Ancak çocuğun bardağı kırdığını kimse görmedi.;Ancak çocuğun kırdığını bardağı kimse görmedi.;bardağı kırdığını;kırdığını bardağı;-;scrambling  
Artık çocuklar bayramın gelmesini heyecanla bekliyor.;Artık çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Onlar öğretmenin soruyu yanıtlamasını dinlediler.;Onlar öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Bir müşterinin hesabı kapattığını öğrendik.;Bir müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Eski müdürün yeni çalışma saatlerini onayladığını duyurdu.;Eski müdürün onayladığını yeni çalışma saatlerini duyurdu.;yeni çalışma saatlerini onayladığını;onayladığını yeni çalışma saatlerini;-;scrambling
Annemin yemeği yaktığını geç fark ettim.;Annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Yine müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Yine müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Uzman teknisyenin arızayı giderdiğini müjdeledi.;Uzman teknisyenin giderdiğini arızayı müjdeledi.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Ardından müdür yardımcısının evrakları imzaladığını duydum.;Ardından müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
MHP belediye başkanının şehir planını revize ettiğini açıkladı.;MHP belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
Ve çiftçilerin tarlayı sulamasına yardım ettiler.;Ve çiftçilerin sulamasına tarlayı yardım ettiler.;tarlayı sulamasına;sulamasına tarlayı;-;scrambling
Ayşe teyzenin balkondaki çiçekleri suladığını gördüm.;Ayşe teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Kızın kedisini sevmesine izin verdi.;Kızın sevmesine kedisini izin verdi.;kedisini sevmesine;sevmesine kedisini;-;scrambling 
Ve öğrencilerin barikatı aşmasını izledim.;Ve öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Yazarın yeni romanını bitirdiğini söyledi.;Yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
2 garsonun siparişleri karıştırdığını fark ettiler.;2 garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Ama kardeşinin doğruyu söylediğine inanıyor.;Ama kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Sonra hep birlikte arabanın çıkarılmasına yardım ettik.;Sonra hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Burada polislerin hırsızı yakaladığını duyduk.;Burada polislerin yakaladığını hırsızı duyduk.;hırsızı yakaladığını;yakaladığını hırsızı;-;scrambling  
Bir çalışan antika vazoyu kırdığını itiraf etti.;Bir çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Bütün çocukların duvarı boyadığını gördüm.;Bütün çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Yeni teknisyenlerin sistemi yenilediğini açıkladılar.;Yeni teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Deniz seni dışarıya çıkmaya ikna etmiş sonunda.;Deniz seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
İlk müdür yardımcısının evrakları imzaladığını duydum.;İlk müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Sevgili arkadaşımın arabasını sattığını öğrendim.;Sevgili arkadaşımın sattığını arabasını öğrendim.;arabasını sattığını;sattığını arabasını;-;scrambling  
Bizim okul müdürünün öğrencileri azarlamasına inanamadık.;Bizim okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Ben annemin pastayı yaptığını sanıyordum.;Ben annemin yaptığını pastayı sanıyordum.;pastayı yaptığını;yaptığını pastayı;-;scrambling  
Hemen kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Hemen kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Firma teknisyenin arızayı giderdiğini açıkladı.;Firma teknisyenin giderdiğini arızayı açıkladı.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Bir ufaklığın ödevlerini bitirmesine sevindim.;Bir ufaklığın bitirmesine ödevlerini sevindim.;ödevlerini bitirmesine;bitirmesine ödevlerini;-;scrambling  
O çocuğun şekerleri yediğini gördüm.;O çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Genç şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.;Genç şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.;mutfaktaki malzemeleri kontrol ettiğini;kontrol ettiğini mutfaktaki malzemeleri;-;scrambling
Ve çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Ve çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
Genel müdürün yeni kararları açıkladığını bildirdi.;Genel müdürün açıkladığını yeni kararları bildirdi.;yeni kararları açıkladığını;açıkladığını yeni kararları;-;scrambling
Sadece kardeşimin bisikleti tamir ettiğini biliyorum.;Sadece kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
