good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
İşte bu durumu kabullendiğini sanıyorum.;İşte bu durumu kabullenmesini sanıyorum.;kabullendiğini;kabullenmesini;sanıyorum;nominalization
Bu konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.;Bu konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.;tartışılmasını;tartışıldığını;öneriyorum;nominalization
Burada konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.;Burada konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.;tartışılmasını;tartışıldığını;öneriyorum;nominalization
Bütün katılımcıların geri bildirim vermesini önemsiyoruz.;Bütün katılımcıların geri bildirim verdiğini önemsiyoruz.;vermesini;verdiğini;önemsiyoruz;nominalization
Yapılan toplantının ertelenmesine katılımcılar tepki gösterdi.;Yapılan toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
Doktor yapılan analizlerin doğru sonuçlar verdiğini belirtti.;Doktor yapılan analizlerin doğru sonuçlar vermesini belirtti.;verdiğini;vermesini;belirtti;nominalization
Öncelikle öğretmenin öğrencilere rehberlik etmesini istiyoruz.;Öncelikle öğretmenin öğrencilere rehberlik ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Bu yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Bu yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
Aslında sunumun oldukça başarılı geçtiğini herkes kabul etti.;Aslında sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Dolayısıyla bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Dolayısıyla bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Ve arkadaşının ona yalan söylediğini öğrenmiş.;Ve arkadaşının ona yalan söylemesini öğrenmiş.;söylediğini;söylemesini;öğrenmiş;nominalization
Ve saatlerin geri alınmasına hemen adapte olduk.;Ve saatlerin geri alındığına hemen adapte olduk.;alınmasına;alındığına;adapte olduk;nominalization
Ama polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Ama polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
Öncelikle öğrencilerin sınava hazır olduğunu düşünüyoruz.;Öncelikle öğrencilerin sınava hazır olmasını düşünüyoruz.;olduğunu;olmasını;düşünüyoruz;nominalization
Ancak bu konuyu enine boyuna düşündüğünü biliyorum.;Ancak bu konuyu enine boyuna düşünmesini biliyorum.;düşündüğünü;düşünmesini;biliyorum;nominalization
Bugün otelde çarşafların değiştirildiğine bile emin olamadık.;Bugün otelde çarşafların değiştirilmesine bile emin olamadık.;değiştirildiğine;değiştirilmesine;emin olamadık;nominalization
Burada yapılan analizlerin doğru sonuçlar verdiğini belirtti.;Burada yapılan analizlerin doğru sonuçlar vermesini belirtti.;verdiğini;vermesini;belirtti;nominalization
Baş müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Baş müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Şimdi takımın maça odaklanmasını istiyoruz.;Şimdi takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Özel polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Özel polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
Bir ürünün piyasada büyük ilgi gördüğünü ifade etti.;Bir ürünün piyasada büyük ilgi görmesini ifade etti.;gördüğünü;görmesini;ifade etti;nominalization
Ama senin bu konuya daha fazla odaklanmanı öneririm.;Ama senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Ama yeni kararların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.;Ama yeni kararların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.;değiştirdiğini;değiştirmesini;kestiremiyoruz;nominalization
O yeni kuralların herkesi bağladığını belirtti.;O yeni kuralların herkesi bağlamasını belirtti.;bağladığını;bağlamasını;belirtti;nominalization
Merkezi yönetimin alınan kararları gözden geçirmesini talep ettik.;Merkezi yönetimin alınan kararları gözden geçirdiğini talep ettik.;geçirmesini;geçirdiğini;talep ettik;nominalization
Çünkü senin bu kararı desteklemeni bekliyordum.;Çünkü senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Sadece senin bu kararı desteklemeni bekliyordum.;Sadece senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Onun bu kadar kaba biri olduğunu hiç düşünmemiştim.;Onun bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
Şu konunun yeterince açık olduğunu düşünüyorum.;Şu konunun yeterince açık olmasını düşünüyorum.;olduğunu;olmasını;düşünüyorum;nominalization
Sayın yönetimin bütçeyi dikkatlice incelemesini talep ettik.;Sayın yönetimin bütçeyi dikkatlice incelediğini talep ettik.;incelemesini;incelediğini;talep ettik;nominalization
Ayrıca toplantının ertelenmesine katılımcılar tepki gösterdi.;Ayrıca toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
Ayrıca polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Ayrıca polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
Ve öğrencilerin projelerini zamanında teslim etmesini istiyoruz.;Ve öğrencilerin projelerini zamanında teslim ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Özellikle yeni düzenlemelerin uygulanmasına sendikalar karşı çıktı.;Özellikle yeni düzenlemelerin uygulandığına sendikalar karşı çıktı.;uygulanmasına;uygulandığına;karşı çıktı;nominalization
Bu toplantının ertelenmesine katılımcılar tepki gösterdi.;Bu toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
O i̇stediğimiz şeyler için var gücümüzle çalışmamızı bize her fırsatta öğütlerdi.;O i̇stediğimiz şeyler için var gücümüzle çalıştığımızı bize her fırsatta öğütlerdi.;çalışmamızı;çalıştığımızı;öğütlerdi;nominalization
Yine şirketin çalışanlara ek ödeme yapmasını talep ettik.;Yine şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Ayrıca yeni düzenlemelerin işleri kolaylaştırdığını belirtti.;Ayrıca yeni düzenlemelerin işleri kolaylaştırmasını belirtti.;kolaylaştırdığını;kolaylaştırmasını;belirtti;nominalization
Bir dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Bir dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Serviste yavaş kaldığını o da kabul ediyor.;Serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Bütün planın kusursuz işlediğini sanıyorduk.;Bütün planın kusursuz işlemesini sanıyorduk.;işlediğini;işlemesini;sanıyorduk;nominalization
Biz uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Biz uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Ancak yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.;Ancak yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.;edilmesini;edildiğini;bekliyoruz;nominalization
Deniz kardeşinin bu kadar sorumsuz davranmasına epey kızdı.;Deniz kardeşinin bu kadar sorumsuz davrandığına epey kızdı.;davranmasına;davrandığına;kızdı;nominalization
Rektör mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.;Rektör mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.;edildiğine;edilmesine;emin oldu;nominalization
Bir projeye yeni bir boyut kazandırılmasına ekip lideri çok önem verdi.;Bir projeye yeni bir boyut kazandırıldığına ekip lideri çok önem verdi.;kazandırılmasına;kazandırıldığına;önem verdi;nominalization
Ama benim ona yardım ettiğimi bilmiyor.;Ama benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Bu olayın aslında nasıl geliştiğini anlatıyorlar.;Bu olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
İlk sunumun oldukça başarılı geçtiğini herkes kabul etti.;İlk sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Siz öğrencilerin sınavlara düzenli çalışmasını bekliyoruz.;Siz öğrencilerin sınavlara düzenli çalıştığını bekliyoruz.;çalışmasını;çalıştığını;bekliyoruz;nominalization
Burada söylediklerimizin yanlış anlaşıldığını fark ettik.;Burada söylediklerimizin yanlış anlaşılmasını fark ettik.;anlaşıldığını;anlaşılmasını;fark ettik;nominalization
Bu kadar kaba biri olduğunu hiç düşünmemiştim.;Bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
Kırmızı meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.;Kırmızı meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.;olgunlaşmasına;olgunlaştığına;sebep oldu;nominalization
Ve kardeşinin doğruyu söylediğine canı gönülden inanıyor.;Ve kardeşinin doğruyu söylemesine canı gönülden inanıyor.;söylediğine;söylemesine;inanıyor;nominalization
Ve bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Ve bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Ayrıca otelde çarşafların değiştirildiğine bile emin olamadık.;Ayrıca otelde çarşafların değiştirilmesine bile emin olamadık.;değiştirildiğine;değiştirilmesine;emin olamadık;nominalization
Bir komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Bir komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Ayrıca öğretmenin öğrencilere rehberlik etmesini istiyoruz.;Ayrıca öğretmenin öğrencilere rehberlik ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Bu havanın birden soğumasına kimse hazırlıklı değildi.;Bu havanın birden soğuduğuna kimse hazırlıklı değildi.;soğumasına;soğuduğuna;hazırlıklı değildi;nominalization
Kamu yönetimin alınan kararları gözden geçirmesini talep ettik.;Kamu yönetimin alınan kararları gözden geçirdiğini talep ettik.;geçirmesini;geçirdiğini;talep ettik;nominalization
Ancak moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.;Ancak moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.;söz almasına;söz aldığına;fırsat vermedi;nominalization
Bu çalışmalarının sonunda başarılı olduğunu belirtti.;Bu çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Öğretmen kitapları zamanında teslim ettiğini iddia etti.;Öğretmen kitapları zamanında teslim etmesini iddia etti.;ettiğini;etmesini;iddia etti;nominalization
Sayın müdürün bu öneriyi desteklemesini bekliyorduk.;Sayın müdürün bu öneriyi desteklediğini bekliyorduk.;desteklemesini;desteklediğini;bekliyorduk;nominalization
Sonra arkadaşının ona yalan söylediğini öğrenmiş.;Sonra arkadaşının ona yalan söylemesini öğrenmiş.;söylediğini;söylemesini;öğrenmiş;nominalization
Dün geçen haftaki ilana başvurmadığıma fena pişman oldum.;Dün geçen haftaki ilana başvurmamama fena pişman oldum.;başvurmadığıma;başvurmamama;pişman oldum;nominalization
Fakat dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Fakat dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Ben bu durumu kabullendiğini sanıyorum.;Ben bu durumu kabullenmesini sanıyorum.;kabullendiğini;kabullenmesini;sanıyorum;nominalization
Toplantının ertelenmesine katılımcılar tepki gösterdi.;Toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
Erdoğan ev sahibinin dairenin temiz olduğunu belirtti.;Erdoğan ev sahibinin dairenin temiz olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Bu saatlerin geri alınmasına hemen adapte olduk.;Bu saatlerin geri alındığına hemen adapte olduk.;alınmasına;alındığına;adapte olduk;nominalization
Ayrıca mühendis yeni makinenin daha verimli çalıştığını belirtti.;Ayrıca mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Için projeye büyük katkı sağladığını belirtti.;Için projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Ben konunun yeterince açık olduğunu düşünüyorum.;Ben konunun yeterince açık olmasını düşünüyorum.;olduğunu;olmasını;düşünüyorum;nominalization
Fakat bu kararın doğru olduğunu herkes kabul etti.;Fakat bu kararın doğru olmasını herkes kabul etti.;olduğunu;olmasını;kabul etti;nominalization
Beyaz meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.;Beyaz meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.;olgunlaşmasına;olgunlaştığına;sebep oldu;nominalization
Tüm kanunların uygulanmamasına vatandaşlar tepki gösterdi.;Tüm kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Artık öğrencilerin sınava hazır olduğunu düşünüyoruz.;Artık öğrencilerin sınava hazır olmasını düşünüyoruz.;olduğunu;olmasını;düşünüyoruz;nominalization
Ve çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Ve çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Havayolu şirketinin uçuşların güvenli olduğunu belirtti.;Havayolu şirketinin uçuşların güvenli olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Ve geçen haftaki ilana başvurmadığıma fena pişman oldum.;Ve geçen haftaki ilana başvurmamama fena pişman oldum.;başvurmadığıma;başvurmamama;pişman oldum;nominalization
Aslında senin bu kararı desteklemeni bekliyordum.;Aslında senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Özellikle çocuklar bayramın gelmesini heyecanla bekliyor.;Özellikle çocuklar bayramın geldiğini heyecanla bekliyor.;gelmesini;geldiğini;bekliyor;nominalization
İki mühendis yeni makinenin daha verimli çalıştığını belirtti.;İki mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Küçük çocukların dışarıda oynamasını uzaktan izledik.;Küçük çocukların dışarıda oynadığını uzaktan izledik.;oynamasını;oynadığını;izledik;nominalization
Şimdi senin bu konuya daha fazla odaklanmanı öneririm.;Şimdi senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Birçok projeye büyük katkı sağladığını belirtti.;Birçok projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Öğretmenin öğrencilere rehberlik etmesini istiyoruz.;Öğretmenin öğrencilere rehberlik ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Genç kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Genç kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Bazı çocukların dışarıda oynamasını uzaktan izledik.;Bazı çocukların dışarıda oynadığını uzaktan izledik.;oynamasını;oynadığını;izledik;nominalization
Benim kiralık dairenin dün satıldığını yeni öğrendim.;Benim kiralık dairenin dün satılmasını yeni öğrendim.;satıldığını;satılmasını;öğrendim;nominalization
Ancak teknik ekibin sorunu hemencecik çözmesine hepimiz şaşırdık.;Ancak teknik ekibin sorunu hemencecik çözdüğüne hepimiz şaşırdık.;çözmesine;çözdüğüne;şaşırdık;nominalization
Ben tartışmanın daha fazla uzamasını istemiyoruz.;Ben tartışmanın daha fazla uzadığını istemiyoruz.;uzamasını;uzadığını;istemiyoruz;nominalization
Bir avukat diğer kamera kayıtlarının da izlenilmesini ısrarla talep etti.;Bir avukat diğer kamera kayıtlarının da izlenildiğini ısrarla talep etti.;izlenilmesini;izlenildiğini;talep etti;nominalization
Müdürü mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.;Müdürü mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.;edildiğine;edilmesine;emin oldu;nominalization
Hemen kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Hemen kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Genç misafirlerin etkinliğe katılmasını özellikle rica ettiler.;Genç misafirlerin etkinliğe katıldığını özellikle rica ettiler.;katılmasını;katıldığını;rica ettiler;nominalization
Bütün öğrencilerin sınava hazır olduğunu düşünüyoruz.;Bütün öğrencilerin sınava hazır olmasını düşünüyoruz.;olduğunu;olmasını;düşünüyoruz;nominalization
Ama şirketin yatırım kararlarını hızla almasına çoğu çalışan şaşırdı.;Ama şirketin yatırım kararlarını hızla aldığına çoğu çalışan şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Ancak duygusal manipülasyon kişinin kendi akıl sağlığını sorgulamasına bile yol açabilir.;Ancak duygusal manipülasyon kişinin kendi akıl sağlığını sorguladığına bile yol açabilir.;sorgulamasına;sorguladığına;yol açabilir;nominalization
Ancak misafirlerin restorandan memnun ayrıldığını öğrendik.;Ancak misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
Leyla kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.;Leyla kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.;gelmesini;geldiğini;istiyor;nominalization
O onun her zaman dürüst olduğunu biliyorum.;O onun her zaman dürüst olmasını biliyorum.;olduğunu;olmasını;biliyorum;nominalization
Bugün bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Bugün bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Anne kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.;Anne kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.;gelmesini;geldiğini;istiyor;nominalization
Aslında konunun yeterince açık olduğunu düşünüyorum.;Aslında konunun yeterince açık olmasını düşünüyorum.;olduğunu;olmasını;düşünüyorum;nominalization
Kuru meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.;Kuru meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.;olgunlaşmasına;olgunlaştığına;sebep oldu;nominalization
O yaptığının doğru olmadığını içten içe biliyor.;O yaptığının doğru olmasını içten içe biliyor.;olmadığını;olmasını;biliyor;nominalization
Türk havayolu şirketinin uçuşların güvenli olduğunu belirtti.;Türk havayolu şirketinin uçuşların güvenli olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Fakat müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Fakat müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Ahmet kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.;Ahmet kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.;gelmesini;geldiğini;istiyor;nominalization
Polis ev sahibinin dairenin temiz olduğunu belirtti.;Polis ev sahibinin dairenin temiz olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Sayın doktorun hastalarla daha fazla ilgilenmesini bekliyoruz.;Sayın doktorun hastalarla daha fazla ilgilendiğini bekliyoruz.;ilgilenmesini;ilgilendiğini;bekliyoruz;nominalization
Kardeşinin doğruyu söylediğine canı gönülden inanıyor.;Kardeşinin doğruyu söylemesine canı gönülden inanıyor.;söylediğine;söylemesine;inanıyor;nominalization
Çocukların dışarıda oynamasını uzaktan izledik.;Çocukların dışarıda oynadığını uzaktan izledik.;oynamasını;oynadığını;izledik;nominalization
Fakat bu konunun yeterince tartışıldığını düşünüyorum.;Fakat bu konunun yeterince tartışılmasını düşünüyorum.;tartışıldığını;tartışılmasını;düşünüyorum;nominalization
Sonra moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.;Sonra moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.;söz almasına;söz aldığına;fırsat vermedi;nominalization
Lütfen uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Lütfen uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Hükümet yeni yöntemin verimli olduğunu iddia etti.;Hükümet yeni yöntemin verimli olmasını iddia etti.;olduğunu;olmasını;iddia etti;nominalization
Bu kiralık dairenin dün satıldığını yeni öğrendim.;Bu kiralık dairenin dün satılmasını yeni öğrendim.;satıldığını;satılmasını;öğrendim;nominalization
Burada şirketin çalışanlara ek ödeme yapmasını talep ettik.;Burada şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Adam kendisinin de bu yollardan geçtiğini bize her fırsatta hatırlatır.;Adam kendisinin de bu yollardan geçmesini bize her fırsatta hatırlatır.;geçtiğini;geçmesini;hatırlatır;nominalization
Çünkü serviste yavaş kaldığını o da kabul ediyor.;Çünkü serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Çünkü benim ona yardım ettiğimi bilmiyor.;Çünkü benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Öncelikle trafik kurallarına uyulması gerektiğini düşünüyorum.;Öncelikle trafik kurallarına uyulması gerekmesini düşünüyorum.;gerektiğini;gerekmesini;düşünüyorum;nominalization
Tüm öğrencilerin projelerini zamanında teslim etmesini istiyoruz.;Tüm öğrencilerin projelerini zamanında teslim ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Benim konunun yeterince açık olduğunu düşünüyorum.;Benim konunun yeterince açık olmasını düşünüyorum.;olduğunu;olmasını;düşünüyorum;nominalization
Ve annesiyle ne kadar gurur duyduğundan hep bahsederdi.;Ve annesiyle ne kadar gurur duymasından hep bahsederdi.;gurur duyduğundan;gurur duymasından;bahsederdi;nominalization
Bu zorlu süreçte yanımızda olduklarını tekrar ifade ettiler.;Bu zorlu süreçte yanımızda olmalarını tekrar ifade ettiler.;olduklarını;olmalarını;ifade ettiler;nominalization
Mali yönetimin bütçeyi dikkatlice incelemesini talep ettik.;Mali yönetimin bütçeyi dikkatlice incelediğini talep ettik.;incelemesini;incelediğini;talep ettik;nominalization
Biz öğrencilerin derse teşrif etmesini bekliyoruz.;Biz öğrencilerin derse teşrif ettiğini bekliyoruz.;etmesini;ettiğini;bekliyoruz;nominalization
Ayrıca şirketin yatırım kararlarını hızla almasına çoğu çalışan şaşırdı.;Ayrıca şirketin yatırım kararlarını hızla aldığına çoğu çalışan şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Çünkü kendisinin de bu yollardan geçtiğini bize her fırsatta hatırlatır.;Çünkü kendisinin de bu yollardan geçmesini bize her fırsatta hatırlatır.;geçtiğini;geçmesini;hatırlatır;nominalization
Bana annesiyle ne kadar gurur duyduğundan hep bahsederdi.;Bana annesiyle ne kadar gurur duymasından hep bahsederdi.;gurur duyduğundan;gurur duymasından;bahsederdi;nominalization
Yeni kuralların herkesi bağladığını belirtti.;Yeni kuralların herkesi bağlamasını belirtti.;bağladığını;bağlamasını;belirtti;nominalization
Bazı kanunların uygulanmamasına vatandaşlar tepki gösterdi.;Bazı kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Bu önerinin herkes tarafından desteklendiğini biliyorum.;Bu önerinin herkes tarafından desteklenmesini biliyorum.;desteklendiğini;desteklenmesini;biliyorum;nominalization
Küçük çocuklar bayramın gelmesini heyecanla bekliyor.;Küçük çocuklar bayramın geldiğini heyecanla bekliyor.;gelmesini;geldiğini;bekliyor;nominalization
Bu öğretmenin öğrencilere rehberlik etmesini istiyoruz.;Bu öğretmenin öğrencilere rehberlik ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Çünkü yaptığının doğru olmadığını içten içe biliyor.;Çünkü yaptığının doğru olmasını içten içe biliyor.;olmadığını;olmasını;biliyor;nominalization
Ve bu durumu kabullendiğini sanıyorum.;Ve bu durumu kabullenmesini sanıyorum.;kabullendiğini;kabullenmesini;sanıyorum;nominalization
Benim evini kesinlikle satmadığını zaten biliyorum.;Benim evini kesinlikle satmamasını zaten biliyorum.;satmadığını;satmamasını;biliyorum;nominalization
Evet konunun yeterince açık olduğunu düşünüyorum.;Evet konunun yeterince açık olmasını düşünüyorum.;olduğunu;olmasını;düşünüyorum;nominalization
Bu teklifin mantıklı göründüğünü söyledi.;Bu teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Ve bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;Ve bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Tüm yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.;Tüm yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.;edilmesini;edildiğini;bekliyoruz;nominalization
Onun bu kadar yoğun çalışmasına rağmen işlerini aksatmaması takdir edildi.;Onun bu kadar yoğun çalışmasına rağmen işlerini aksatmadığı takdir edildi.;aksatmaması;aksatmadığı;takdir edildi;nominalization
Erkek arkadaşının ona yalan söylediğini öğrenmiş.;Erkek arkadaşının ona yalan söylemesini öğrenmiş.;söylediğini;söylemesini;öğrenmiş;nominalization
Bu uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Bu uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Cüzdanını takside unuttuğunu iş işten geçince fark etti.;Cüzdanını takside unutmasını iş işten geçince fark etti.;unuttuğunu;unutmasını;fark etti;nominalization
Komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Ancak bu meseleyi enine boyuna değerlendirdiğini sanıyorum.;Ancak bu meseleyi enine boyuna değerlendirmesini sanıyorum.;değerlendirdiğini;değerlendirmesini;sanıyorum;nominalization
Yüksek müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Yüksek müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Ve bu zorlu süreçte yanımızda olduklarını tekrar ifade ettiler.;Ve bu zorlu süreçte yanımızda olmalarını tekrar ifade ettiler.;olduklarını;olmalarını;ifade ettiler;nominalization
Bütün çalışmalarının sonunda başarılı olduğunu belirtti.;Bütün çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Aslında havanın birden soğumasına kimse hazırlıklı değildi.;Aslında havanın birden soğuduğuna kimse hazırlıklı değildi.;soğumasına;soğuduğuna;hazırlıklı değildi;nominalization
Sadece komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Sadece komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
