good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Yine kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Yine kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Ben davul çalarken kendimi tamamen ritme kaptırıyorum.;Ben davul çalarken beni tamamen ritme kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Daha söz almadan önce kendimi biraz toparladım.;Daha söz almadan önce beni biraz toparladım.;kendimi;beni;toparladım;binding
Birilerine yardımın dokunursa kendini daha iyi hissedersin.;Birilerine yardımın dokunursa seni daha iyi hissedersin.;kendini;seni;hissedersin;binding
Çok yanlış anlaşılmamak için kendimi daha iyi ifade etmeye çalışıyorum.;Çok yanlış anlaşılmamak için beni daha iyi ifade etmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Çünkü sahneye hazırlanırken kendini karakterin ruh haline sokuyorsun.;Çünkü sahneye hazırlanırken seni karakterin ruh haline sokuyorsun.;kendini;seni;sokuyorsun;binding
Bu çalışmaya başlamadan önce kendimi düzene soktum..;Bu çalışmaya başlamadan önce beni düzene soktum.;kendimi;beni;soktum;binding
Bütün eğitimler sonunda kendimi çok daha yetkin hissediyorum.;Bütün eğitimler sonunda beni çok daha yetkin hissediyorum.;kendimi;beni;hissediyorum;binding
Şimdi her sabah uyandığımda kendimi enerjik hissediyorum.;Şimdi her sabah uyandığımda beni enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Ben elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Ben elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
Yani artık işe gitmeden önce kendime beslenme çantası hazırlıyorum.;Yani artık işe gitmeden önce bana beslenme çantası hazırlıyorum.;kendime;bana;hazırlıyorum;binding
Dünyada i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Dünyada i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Ben yeni projeye başladığımda kendimi çok heyecanlı hissediyorum.;Ben yeni projeye başladığımda beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Bugün köpeğimi gezdirirken kendimi mutlu hissediyorum.;Bugün köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Biz kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Biz kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Bir restoranda tek başına yemek yerken kendimi rahatsız hissediyorum.;Bir restoranda tek başına yemek yerken beni rahatsız hissediyorum.;kendimi;beni;hissediyorum;binding
Bu hata yaptığında kendini affetmeyi bilmelisin.;Bu hata yaptığında seni affetmeyi bilmelisin.;kendini;seni;bilmelisin;binding
Spor yaparak kendini daha zinde hissedebilirsin.;Spor yaparak seni daha zinde hissedebilirsin.;kendini;seni;hissedebilirsin;binding
Yine yolda yürürken kendimi düşüncelere dalmış buluyorum.;Yine yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Daha i̇yi yemek yapmak için kendimi mutfakta geliştiriyorum.;Daha i̇yi yemek yapmak için beni mutfakta geliştiriyorum.;kendimi;beni;geliştiriyorum;binding
Özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.;Özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.;kendimi;beni;zorladım;binding
Ben kendimi sakinleştirmek için derin nefes alıyorum.;Ben beni sakinleştirmek için derin nefes alıyorum.;kendimi;beni;alıyorum;binding
Öncelikle tatilden dönünce kendimizi sıkı bir beslenme programına sokarız.;Öncelikle tatilden dönünce bizi sıkı bir beslenme programına sokarız.;kendimizi;bizi;sokarız;binding
Ayrıca davul çalarken kendimi tamamen ritme kaptırıyorum.;Ayrıca davul çalarken beni tamamen ritme kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Sadece yanlış anlaşılmamak için kendimi daha iyi ifade etmeye çalışıyorum.;Sadece yanlış anlaşılmamak için beni daha iyi ifade etmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Yeni arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.;Yeni arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Çünkü böyle durumlarda kendimizi onun yerine koyuyoruz.;Çünkü böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Şimdi her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Şimdi her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Hemen kendimi sakinleştirmek için derin nefes alıyorum.;Hemen beni sakinleştirmek için derin nefes alıyorum.;kendimi;beni;alıyorum;binding
Lütfen sunuma başlamadan önce kendini tanıtabilirsin.;Lütfen sunuma başlamadan önce seni tanıtabilirsin.;kendini;seni;tanıtabilirsin;binding
Ama dans ederken kendimi fazla kaptırıyorum.;Ama dans ederken beni fazla kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Öncelikle başarıya ulaşmak için kendime küçük hedefler koyuyorum.;Öncelikle başarıya ulaşmak için bana küçük hedefler koyuyorum.;kendime;bana;koyuyorum;binding
Biz i̇şe dönmeden önce kendimize bir güzellik yapıp masaj aldık.;Biz i̇şe dönmeden önce bize bir güzellik yapıp masaj aldık.;kendimize;bize;aldık;binding
Bir yeni projeye başlamak için kendimi motive ediyorum.;Bir yeni projeye başlamak için beni motive ediyorum.;kendimi;beni;ediyorum;binding
Ve bütün eleştirilere rağmen kendini oyunda tutmayı başardın.;Ve bütün eleştirilere rağmen seni oyunda tutmayı başardın.;kendini;seni;başardın;binding
İşte onunla yüzleşmek için kendimi uzun süre hazırladım.;İşte onunla yüzleşmek için beni uzun süre hazırladım.;kendimi;beni;hazırladım;binding
Kendimi uzun bir süredir huzurlu hissediyorum.;Beni uzun bir süredir huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Yine kamp yaparken zorlansam da kendimi doğayla iç içe buluyorum.;Yine kamp yaparken zorlansam da beni doğayla iç içe buluyorum.;kendimi;beni;buluyorum;binding
Evde çalışmaya başlamadan önce kendimi düzene soktum..;Evde çalışmaya başlamadan önce beni düzene soktum.;kendimi;beni;soktum;binding
Ve onunla yüzleşmek için kendimi uzun süre hazırladım.;Ve onunla yüzleşmek için beni uzun süre hazırladım.;kendimi;beni;hazırladım;binding
Diş doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Diş doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Ve zorlu süreçlerden geçerken kendini ihmal etmemelisin.;Ve zorlu süreçlerden geçerken seni ihmal etmemelisin.;kendini;seni;etmemelisin;binding
Benim köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.;Benim köpeğimi eğitirken beni sabırlı olmaya zorluyorum.;kendimi;beni;zorlıyorum;binding
Her sabah uyandığımda kendimi enerjik hissediyorum.;Her sabah uyandığımda beni enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
İlk hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.;İlk hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.;kendimi;beni;alıştırdım;binding
Yine i̇şe dönmeden önce kendimize bir güzellik yapıp masaj aldık.;Yine i̇şe dönmeden önce bize bir güzellik yapıp masaj aldık.;kendimize;bize;aldık;binding
Bugün bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.;Bugün bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.;kendimi;beni;zorluyorum;binding
Adam düzenli spor yapınca kendini daha iyi hissediyor.;Adam düzenli spor yapınca seni daha iyi hissediyor.;kendini;seni;hissediyor;binding
Evde kamp yaparken zorlansam da kendimi doğayla iç içe buluyorum.;Evde kamp yaparken zorlansam da beni doğayla iç içe buluyorum.;kendimi;beni;buluyorum;binding
Yine i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Yine i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
İlk ders çalışırken kendimi odaklanmaya zorladım.;İlk ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Burada kendimi uzun bir süredir huzurlu hissediyorum.;Burada beni uzun bir süredir huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Aslında kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Aslında kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
İlerisi için adım atarken kendime güveniyorum.;İlerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Bir i̇lerisi için adım atarken kendime güveniyorum.;Bir i̇lerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Bu başarıya ulaşmak için kendime küçük hedefler koyuyorum.;Bu başarıya ulaşmak için bana küçük hedefler koyuyorum.;kendime;bana;koyuyorum;binding
Artık yeni projeye başlamak için kendimi motive ediyorum.;Artık yeni projeye başlamak için beni motive ediyorum.;kendimi;beni;ediyorum;binding
Öncelikle yeni projeye başladığımda kendimi çok heyecanlı hissediyorum.;Öncelikle yeni projeye başladığımda beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Her sunum yaparken kendimi çok heyecanlı hissediyorum.;Her sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
İnsan düzenli spor yapınca kendini daha iyi hissediyor.;İnsan düzenli spor yapınca seni daha iyi hissediyor.;kendini;seni;hissediyor;binding
Düzenli spor yapınca kendini daha iyi hissediyor.;Düzenli spor yapınca seni daha iyi hissediyor.;kendini;seni;hissediyor;binding
Gece trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.;Gece trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.;kendimi;beni;sakinleştiriyorum;binding
Ben müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Ben müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
İlk anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.;İlk anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.;kendimi;beni;zorladım;binding
Ayrıca bence kendini objektif bir şekilde değerlendirmişsin.;Ayrıca bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
İyi bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.;İyi bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Halbuki zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.;Halbuki zaten cüzdanını kaybettiğinde önce seni suçlamıştın.;kendini;seni;suçlamıştın;binding
Ben gelecekteki başarılarım için kendimi hazırlamalıyım.;Ben gelecekteki başarılarım için beni hazırlamalıyım.;kendimi;beni;hazırlamalıyım;binding
Bence kendini objektif bir şekilde değerlendirmişsin.;Bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Örneğin trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.;Örneğin trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.;kendimi;beni;sakinleştiriyorum;binding
Üniversite öğrenci kulüplerine katıldığımda kendimi sosyal hissediyorum.;Üniversite öğrenci kulüplerine katıldığımda beni sosyal hissediyorum.;kendimi;beni;hissediyorum;binding
Senin birilerine yardımın dokunursa kendini daha iyi hissedersin.;Senin birilerine yardımın dokunursa seni daha iyi hissedersin.;kendini;seni;hissedersin;binding
Sunum yaparken kendimi çok heyecanlı hissediyorum.;Sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Kendi ailemi uzun süre görmeyince kendimi eksik hissettim.;Kendi ailemi uzun süre görmeyince beni eksik hissettim.;kendimi;beni;hissettim;binding
Dikkat dağınıklığımla başa çıkmak için kendime yeni çalışma yöntemleri buldum.;Dikkat dağınıklığımla başa çıkmak için bana yeni çalışma yöntemleri buldum.;kendime;bana;buldum;binding
Yeni işimde kendime daha çok güveniyorum.;Yeni işimde bana daha çok güveniyorum.;kendime;bana;güveniyorum;binding
Kamp yaparken zorlansam da kendimi doğayla iç içe buluyorum.;Kamp yaparken zorlansam da beni doğayla iç içe buluyorum.;kendimi;beni;buluyorum;binding
İlk tatil için kendimize birkaç parça bir şeyler aldık.;İlk tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Gece kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Gece kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Bir başkasına bel bağlamadan kendini yerden kaldırmayı öğrenmelisin.;Bir başkasına bel bağlamadan seni yerden kaldırmayı öğrenmelisin.;kendini;seni;öğrenmelisin;binding
Bir gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Bir gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Bu seçimlerde kendini aday göstermeliydin.;Bu seçimlerde seni aday göstermeliydin.;kendini;seni;göstermeliydin;binding
Ben sabırlı olmaya çalışsam da kendimi bir yerden sonra tutamadım.;Ben sabırlı olmaya çalışsam da beni bir yerden sonra tutamadım.;kendimi;beni;tutamadım;binding
Çünkü i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Çünkü i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Ancak kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Ancak kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Öncelikle kendimi uzun bir süredir huzurlu hissediyorum.;Öncelikle beni uzun bir süredir huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Bazı gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Bazı gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Bir ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Bir ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Şimdi kulaklıklarımı takıp kendimi müziğe bırakıyorum.;Şimdi kulaklıklarımı takıp beni müziğe bırakıyorum.;kendimi;beni;bırakıyorum;binding
Ve kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Ve beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Ayrıca yeni işimde kendime daha çok güveniyorum.;Ayrıca yeni işimde bana daha çok güveniyorum.;kendime;bana;güveniyorum;binding
Son anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.;Son anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.;kendimi;beni;zorladım;binding
Ben sunum yaparken kendimi çok heyecanlı hissediyorum.;Ben sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Bu yaz tatilinde kendimi rahatlamış hissediyorum.;Bu yaz tatilinde beni rahatlamış hissediyorum.;kendimi;beni;hissediyorum;binding
Tüm hedeflerine ulaşmak için kendine güvenmelisin.;Tüm hedeflerine ulaşmak için sana güvenmelisin.;kendine;sana;güvenmelisin;binding
• kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;• beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Ve elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Ve elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
Küçük bir toplantıya hazırlık yaparken kendimi tamamen odaklanmış hissediyorum.;Küçük bir toplantıya hazırlık yaparken beni tamamen odaklanmış hissediyorum.;kendimi;beni;hissediyorum;binding
Evde spor yaparak kendini daha zinde hissedebilirsin.;Evde spor yaparak seni daha zinde hissedebilirsin.;kendini;seni;hissedebilirsin;binding
Yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;Yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Bugün aynaya bakınca kendimi tanıyamadım.;Bugün aynaya bakınca beni tanıyamadım.;kendimi;beni;tanıyamadım;binding
Evet buradan anlıyoruz ki kendine artık güveniyorsun.;Evet buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Bu i̇ddialara karşı kendimizi iyi savunmalıyız.;Bu i̇ddialara karşı bizi iyi savunmalıyız.;kendimizi;bizi;savunmalıyız;binding
Evde yürüyüşe çıkarken kendimi daha huzurlu hissediyorum.;Evde yürüyüşe çıkarken beni daha huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
İlk yaz tatilinde kendimi rahatlamış hissediyorum.;İlk yaz tatilinde beni rahatlamış hissediyorum.;kendimi;beni;hissediyorum;binding
Öncelikle yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;Öncelikle yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Uluslararası seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Uluslararası seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Başarıya ulaşmak için kendime küçük hedefler koyuyorum.;Başarıya ulaşmak için bana küçük hedefler koyuyorum.;kendime;bana;koyuyorum;binding
Sadece kusurlarına kafayı taktığın için sürekli kendini aynada inceliyorsun.;Sadece kusurlarına kafayı taktığın için sürekli seni aynada inceliyorsun.;kendini;seni;inceliyorsun;binding
Her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Ve i̇ş yerinde kendimi çok rahat hissediyorum.;Ve i̇ş yerinde beni çok rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Bir yolda yürürken kendimi düşüncelere dalmış buluyorum.;Bir yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Hiç başkasına bel bağlamadan kendini yerden kaldırmayı öğrenmelisin.;Hiç başkasına bel bağlamadan seni yerden kaldırmayı öğrenmelisin.;kendini;seni;öğrenmelisin;binding
Genel seçimlerde kendini aday göstermeliydin.;Genel seçimlerde seni aday göstermeliydin.;kendini;seni;göstermeliydin;binding
Bugün yolda yürürken kendimi düşüncelere dalmış buluyorum.;Bugün yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Böyle zorlu süreçlerden geçerken kendini ihmal etmemelisin.;Böyle zorlu süreçlerden geçerken seni ihmal etmemelisin.;kendini;seni;etmemelisin;binding
Çünkü doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Çünkü doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Çünkü geceleri çalışırken kendimi verimli hissediyorum.;Çünkü geceleri çalışırken beni verimli hissediyorum.;kendimi;beni;hissediyorum;binding
Seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Oyunu oynamaya başladığında kendini tamamen oyuna kaptırdın.;Oyunu oynamaya başladığında seni tamamen oyuna kaptırdın.;kendini;seni;kaptırdın;binding
Eğer elle tutulur bir derdin olmayınca kendine yapay dertler yaratıyorsun.;Eğer elle tutulur bir derdin olmayınca sana yapay dertler yaratıyorsun.;kendine;sana;yaratıyorsun;binding
Senin kusurlarına kafayı taktığın için sürekli kendini aynada inceliyorsun.;Senin kusurlarına kafayı taktığın için sürekli seni aynada inceliyorsun.;kendini;seni;inceliyorsun;binding
Her sınavdan sonra kendine ödül olarak tatlı alırsın.;Her sınavdan sonra sana ödül olarak tatlı alırsın.;kendine;sana;alırsın;binding
Başkasına bel bağlamadan kendini yerden kaldırmayı öğrenmelisin.;Başkasına bel bağlamadan seni yerden kaldırmayı öğrenmelisin.;kendini;seni;öğrenmelisin;binding
En önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.;En önemli işler yaparken beni doğru kararlar almaya odaklıyorum.;kendimi;beni;odaklıyorum;binding
Kendi değerimi bildiğim için kendime her ortamda güvenirim.;Kendi değerimi bildiğim için bana her ortamda güvenirim.;kendime;bana;güvenirim;binding
Her gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Her gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Yabancı bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.;Yabancı bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
– gelecekteki başarılarım için kendimi hazırlamalıyım.;– gelecekteki başarılarım için beni hazırlamalıyım.;kendimi;beni;hazırlamalıyım;binding
Ve birilerine yardımın dokunursa kendini daha iyi hissedersin.;Ve birilerine yardımın dokunursa seni daha iyi hissedersin.;kendini;seni;hissedersin;binding
Bugün her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Bugün her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
İşte bunu başardığımda kendimi çok gururlu hissedeceğim.;İşte bunu başardığımda beni çok gururlu hissedeceğim.;kendimi;beni;hissedeceğim;binding
Ayrıca ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Ayrıca ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Ancak sabırlı olmaya çalışsam da kendimi bir yerden sonra tutamadım.;Ancak sabırlı olmaya çalışsam da beni bir yerden sonra tutamadım.;kendimi;beni;tutamadım;binding
Benim doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Benim doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Onunla yüzleşmek için kendimi uzun süre hazırladım.;Onunla yüzleşmek için beni uzun süre hazırladım.;kendimi;beni;hazırladım;binding
Her müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Her müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Eğer birilerine yardımın dokunursa kendini daha iyi hissedersin.;Eğer birilerine yardımın dokunursa seni daha iyi hissedersin.;kendini;seni;hissedersin;binding
Ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Ben köpeğimi gezdirirken kendimi mutlu hissediyorum.;Ben köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Özellikle bahar gelince kendimi daha çocuksu hissediyorum.;Özellikle bahar gelince beni daha çocuksu hissediyorum.;kendimi;beni;hissediyorum;binding
Gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Artık kulaklıklarımı takıp kendimi müziğe bırakıyorum.;Artık kulaklıklarımı takıp beni müziğe bırakıyorum.;kendimi;beni;bırakıyorum;binding
Bu yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;Bu yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Bir sunum yaparken kendimi çok heyecanlı hissediyorum.;Bir sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Ben elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Ben elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
İlk seçimlerde kendini aday göstermeliydin.;İlk seçimlerde seni aday göstermeliydin.;kendini;seni;göstermeliydin;binding
Köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.;Köpeğimi eğitirken beni sabırlı olmaya zorluyorum.;kendimi;beni;zorlıyorum;binding
Artık bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.;Artık bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.;kendimi;beni;zorluyorum;binding
Belki i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Belki i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Sana bu kadar duygusal olduğum için kendime bazen kızıyorum.;Sana bu kadar duygusal olduğum için bana bazen kızıyorum.;kendime;bana;kızıyorum;binding
Bazı i̇şlerin yoğunluğu arasında kendimi birkaç dakikalığına huzurlu bir ortamda buldum.;Bazı i̇şlerin yoğunluğu arasında beni birkaç dakikalığına huzurlu bir ortamda buldum.;kendimi;beni;buldum;binding
İlk aynaya bakınca kendimi tanıyamadım.;İlk aynaya bakınca beni tanıyamadım.;kendimi;beni;tanıyamadım;binding
Bir hata yaptığında kendini affetmeyi bilmelisin.;Bir hata yaptığında seni affetmeyi bilmelisin.;kendini;seni;bilmelisin;binding
Bazı önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.;Bazı önemli işler yaparken beni doğru kararlar almaya odaklıyorum.;kendimi;beni;odaklıyorum;binding
Bir yeni projeye başladığımda kendimi çok heyecanlı hissediyorum.;Bir yeni projeye başladığımda beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Ama müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Ama müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Sonra i̇şe dönmeden önce kendimize bir güzellik yapıp masaj aldık.;Sonra i̇şe dönmeden önce bize bir güzellik yapıp masaj aldık.;kendimize;bize;aldık;binding
Kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Ve değerimi bildiğim için kendime her ortamda güvenirim.;Ve değerimi bildiğim için bana her ortamda güvenirim.;kendime;bana;güvenirim;binding
Elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
Ben restoranda tek başına yemek yerken kendimi rahatsız hissediyorum.;Ben restoranda tek başına yemek yerken beni rahatsız hissediyorum.;kendimi;beni;hissediyorum;binding
Kendi değerimi bildiğim için kendime her ortamda güvenirim.;Kendi değerimi bildiğim için bana her ortamda güvenirim.;kendime;bana;güvenirim;binding
Sonra ders çalışırken kendimi odaklanmaya zorladım.;Sonra ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Bugün dışarıda yürüyüş yaparken kendimi özgür hissediyorum.;Bugün dışarıda yürüyüş yaparken beni özgür hissediyorum.;kendimi;beni;hissediyorum;binding
Yine yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;Yine yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Özellikle önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.;Özellikle önemli işler yaparken beni doğru kararlar almaya odaklıyorum.;kendimi;beni;odaklıyorum;binding
